date,cash,portfolio_value,n_positions,n_trades
2025-05-20,7972.306294254493,393694.3138092545,5,0
2025-05-21,9972.21689773709,389427.111438737,5,4
2025-05-22,6552.358622788532,387725.27180278854,5,4
2025-05-23,107339.34058832427,383124.5996443243,4,1
2025-05-26,193408.63629003274,383672.4420820328,3,1
2025-05-27,14757.797671941575,383539.92662094155,4,3
2025-05-28,6652.689108745573,388584.2728777456,4,4
2025-05-29,337.6891087455733,393136.88181374554,5,1
2025-05-30,337.6891087455733,383321.7358617456,5,0
2025-06-03,318570.6115581028,380890.6115581028,2,3
2025-06-04,18747.81245498822,380780.9882629882,3,3
2025-06-05,2167.7235049882183,381299.9278049882,4,3
2025-06-06,2167.7235049882183,382564.7283609882,4,0
2025-06-09,176172.87576314743,382294.8757631474,3,1
2025-06-10,18419.642983640137,375977.57435964013,4,3
2025-06-11,41056.28523364014,380095.7465216401,2,2
2025-06-12,2374.406521402423,375740.7633154024,4,2
2025-06-13,537.4065214024231,369449.02076140244,5,1
2025-06-16,19141.825864178216,368833.4578081782,5,4
2025-06-17,19141.825864178216,367282.5245401782,5,0
2025-06-18,59865.54192944858,368326.6578774486,3,2
2025-06-19,3191.242778544576,367612.20357054455,3,2
2025-06-20,16235.74478974918,368416.56114174915,3,4
2025-06-23,1154.4981457491795,374047.0865557492,5,2
2025-06-24,1154.4981457491795,375138.09039174917,5,0
2025-06-25,4535.738457035637,376343.24244703556,5,2
2025-06-26,15825.957235352369,374461.40369335236,5,4
2025-06-27,2093.0149753991263,376039.6459753991,5,4
2025-06-30,3637.926273420726,386713.89385142067,5,2
2025-07-01,6882.474823559016,391085.380865559,5,2
2025-07-02,15560.655787072494,387463.9306950725,5,4
2025-07-03,30377.982577072493,389074.1939570725,4,1
2025-07-04,2718.420185891213,382763.3225158912,5,3
2025-07-07,5938.212463732474,386966.6055677325,5,2
2025-07-08,14587.19140067196,390113.41635667195,5,4
2025-07-09,14587.19140067196,388578.69125667197,5,0
2025-07-10,57513.06506567196,389968.908825672,3,2
2025-07-11,5720.7973313746625,389792.6913313747,4,3
2025-07-14,15340.905380259763,390260.41579225974,4,4
2025-07-15,1829.7570302597633,381454.96170625975,5,1
2025-07-16,1829.7570302597633,384264.8621422598,5,0
2025-07-17,8929.082203206664,383958.5014912067,5,4
2025-07-18,14754.762061566507,382166.1089375665,5,4
2025-07-21,28592.662151566507,387588.12580356654,4,1
2025-07-22,1710.3773515665052,388633.44709556655,5,1
2025-07-23,4877.761130882507,384578.76113088254,5,4
2025-07-24,268072.7019658825,385944.7019658825,3,2
2025-07-25,13497.064875882483,383637.06487588247,5,2
2025-07-28,3218.5047758824803,385407.50477588247,5,2
2025-07-29,5119.318750882478,388350.31875088246,5,4
2025-07-30,259035.69072588248,386707.6907258825,3,2
2025-07-31,14999.563490882458,379551.56349088246,4,3
2025-08-01,1182.3891308824568,384582.38913088245,5,1
2025-08-04,4883.464425882448,384818.46442588244,5,4
2025-08-05,4883.464425882448,386787.46442588244,5,0
2025-08-06,284626.71883088246,386774.71883088246,3,2
2025-08-07,15048.330940882443,383597.33094088244,4,3
2025-08-08,6113.9247658824315,394936.92476588243,3,3
2025-08-11,604.9247658824315,395089.92476588243,5,2
2025-08-12,604.9247658824315,389778.92476588243,5,0
2025-08-13,286641.4954258824,388957.4954258824,3,2
2025-08-14,387246.9302508824,388839.9302508824,1,2
2025-08-15,388835.1352508824,388835.1352508824,0,1
2025-08-18,19596.752655882476,391530.7526558825,2,2
2025-08-19,19596.752655882476,392718.7526558825,2,0
2025-08-20,19596.752655882476,398100.7526558825,2,0
2025-08-21,19596.752655882476,406848.7526558825,2,0
2025-08-22,406244.4313658825,406244.4313658825,0,2
2025-08-25,20458.642360882455,407994.6423608825,2,2
2025-08-26,1833.6423608824553,409498.6423608825,4,2
2025-08-27,1833.6423608824553,399092.6423608825,4,0
2025-08-28,380445.0250558824,398756.0250558824,2,2
2025-08-29,19018.30639588242,399506.3063958824,4,2
2025-09-01,3212.1567858824274,402113.1567858824,4,4
2025-09-02,553.1567858824274,402842.1567858824,5,1
2025-09-03,553.1567858824274,393881.1567858824,5,0
2025-09-04,17920.760177727032,394040.976205727,5,4
2025-09-05,3134.1749977270338,400723.059441727,4,5
2025-09-08,249.17499772703377,411225.22916972707,5,1
2025-09-09,249.17499772703377,405813.8114097271,5,0
2025-09-10,401589.9415240692,404639.9415240692,1,4
2025-09-11,404617.42652406916,404617.42652406916,0,1
2025-09-12,404617.42652406916,404617.42652406916,0,0
2025-09-15,404617.42652406916,404617.42652406916,0,0
2025-09-16,404617.42652406916,404617.42652406916,0,0
2025-09-17,404617.42652406916,404617.42652406916,0,0
2025-09-18,404617.42652406916,404617.42652406916,0,0
2025-09-19,404617.42652406916,404617.42652406916,0,0
2025-09-22,404617.42652406916,404617.42652406916,0,0
2025-09-23,404617.42652406916,404617.42652406916,0,0
2025-09-24,404617.42652406916,404617.42652406916,0,0
2025-09-25,404617.42652406916,404617.42652406916,0,0
2025-09-26,404617.42652406916,404617.42652406916,0,0
2025-09-29,404617.42652406916,404617.42652406916,0,0
2025-09-30,404617.42652406916,404617.42652406916,0,0
2025-10-09,404617.42652406916,404617.42652406916,0,0
2025-10-10,404617.42652406916,404617.42652406916,0,0
2025-10-13,404617.42652406916,404617.42652406916,0,0
2025-10-14,404617.42652406916,404617.42652406916,0,0
2025-10-15,404617.42652406916,404617.42652406916,0,0
2025-10-16,404617.42652406916,404617.42652406916,0,0
2025-10-17,404617.42652406916,404617.42652406916,0,0
2025-10-20,404617.42652406916,404617.42652406916,0,0
2025-10-21,404617.42652406916,404617.42652406916,0,0
2025-10-22,404617.42652406916,404617.42652406916,0,0
2025-10-23,404617.42652406916,404617.42652406916,0,0
2025-10-24,404617.42652406916,404617.42652406916,0,0
2025-10-27,404617.42652406916,404617.42652406916,0,0
2025-10-28,404617.42652406916,404617.42652406916,0,0
2025-10-29,404617.42652406916,404617.42652406916,0,0
2025-10-30,404617.42652406916,404617.42652406916,0,0
2025-10-31,404617.42652406916,404617.42652406916,0,0
2025-11-03,404617.42652406916,404617.42652406916,0,0
2025-11-04,404617.42652406916,404617.42652406916,0,0
2025-11-05,404617.42652406916,404617.42652406916,0,0
2025-11-06,404617.42652406916,404617.42652406916,0,0
2025-11-07,404617.42652406916,404617.42652406916,0,0
2025-11-10,404617.42652406916,404617.42652406916,0,0
2025-11-11,404617.42652406916,404617.42652406916,0,0
2025-11-12,404617.42652406916,404617.42652406916,0,0
2025-11-13,404617.42652406916,404617.42652406916,0,0
2025-11-14,404617.42652406916,404617.42652406916,0,0
2025-11-17,404617.42652406916,404617.42652406916,0,0
2025-11-18,404617.42652406916,404617.42652406916,0,0
2025-11-19,404617.42652406916,404617.42652406916,0,0
2025-11-20,404617.42652406916,404617.42652406916,0,0
2025-11-21,404617.42652406916,404617.42652406916,0,0
2025-11-24,22400.94088406916,412324.9408840692,2,2
2025-11-25,6669.873514069162,416517.03811406915,4,2
2025-11-26,3468.8735140691624,415629.2464640691,5,1
2025-11-27,3468.8735140691624,415709.92699406913,5,0
2025-11-28,395619.33121406916,414823.21801406913,3,2
2025-12-01,22127.015655394178,420286.0156553942,3,4
2025-12-02,4059.3761553941767,409004.3761553942,4,3
2025-12-03,4059.3761553941767,407318.3761553942,4,0
2025-12-04,404.5547473941765,405677.44838339416,5,1
2025-12-05,20066.017722394143,389134.8335743941,4,3
2025-12-08,3031.468862394144,389852.21248639416,4,4
2025-12-09,1356.468862394144,384416.30138239416,5,1
2025-12-10,341667.4504636881,382140.4504636881,3,2
2025-12-11,341667.4504636881,381262.4504636881,3,0
2025-12-12,379697.1900436881,381417.1900436881,1,2
2025-12-15,23982.566535176855,376931.10595517687,2,3
2025-12-16,1408.6479151768544,367193.83456517686,3,1
2025-12-17,9828.126373824096,377512.4758738241,4,3
2025-12-18,1633.8273938240945,365710.6210338241,5,3
2025-12-19,9002.110169929103,378275.1101699291,5,2
2025-12-22,5296.100354929105,387691.1003549291,5,2
2025-12-23,4747.516344929099,377445.5163449291,5,2
2025-12-24,2815.9611821707203,379770.95593217073,5,4
2025-12-25,10190.03614717073,380656.7764221707,5,2
2025-12-26,5650.375977170741,390209.2040021707,5,2
2025-12-29,5842.864767170744,383687.39444217074,5,2
2025-12-30,2097.5069762438616,383329.50697624387,5,4
2025-12-31,9361.24006124388,384135.2400612439,5,2
2026-01-05,6144.453356243881,381892.4533562439,5,4
2026-01-06,5017.692011243882,389222.6920112439,5,2
2026-01-07,7223.421151243878,391756.42115124385,5,4
2026-01-08,9607.021066243877,397870.0210662439,5,2
2026-01-09,3448.6306762438617,399768.63067624386,5,2
2026-01-12,6375.193061243859,396780.19306124386,5,2
2026-01-13,4499.686986243854,398089.6869862438,5,4
2026-01-14,15026.549511243851,393736.5495112438,5,4
2026-01-15,15026.549511243851,392029.5495112439,5,0
2026-01-16,6435.198391243859,387011.1983912439,5,2
2026-01-19,4538.215726243856,396892.21572624386,5,4
2026-01-20,12875.392556243867,409163.39255624387,4,5
2026-01-21,7946.6376362438605,411046.63763624383,5,3
2026-01-22,7652.836091243851,413995.8360912439,5,2
2026-01-23,2525.6908062438524,427756.69080624386,5,2
2026-01-26,7882.614231243875,429096.61423124385,5,2
2026-01-27,7944.777471243899,424064.77747124387,5,4
2026-01-28,108471.9346612439,425963.9346612439,4,1
2026-01-29,10914.161371243885,418372.1613712439,4,4
2026-01-30,7436.717826243897,409992.7178262439,5,3
2026-02-02,7718.941306243883,409899.9413062439,5,4
2026-02-03,7718.941306243883,420826.9413062439,5,0
2026-02-04,11232.993871243889,440033.9938712439,5,4
2026-02-05,12582.456411243897,443947.4564112439,5,2
2026-02-06,158369.12129124388,447721.1212912439,3,2
2026-02-09,13949.464671243913,447823.4646712439,3,2
2026-02-10,8416.084911243917,448730.08491124393,4,3
2026-02-11,4151.467801243925,455749.46780124394,5,3
2026-02-12,4151.467801243925,438701.46780124394,5,0
2026-02-13,18583.510256243957,444346.510256244,4,5
2026-02-24,4549.760471243964,448050.760471244,5,3
2026-02-25,2041.1912612439628,451370.19126124395,5,2
2026-02-26,2041.1912612439628,446128.19126124395,5,0
2026-02-27,16464.029506244027,450931.029506244,5,4
2026-03-02,5839.796821244025,440464.79682124406,5,4
2026-03-03,2160.113781244021,422660.113781244,5,2
2026-03-04,10141.275376244012,420671.275376244,5,4
2026-03-05,7669.799416244001,425647.79941624403,5,2
2026-03-06,2904.7279962440007,439895.727996244,5,2
2026-03-09,6088.060596244002,437595.060596244,5,2
2026-03-10,10259.077901244003,444659.077901244,5,4
2026-03-11,7865.473226244008,446277.473226244,5,2
2026-03-12,6395.693886244015,441865.69388624403,5,4
2026-03-13,6395.693886244015,440019.69388624403,5,0
2026-03-16,19985.49214124406,436973.49214124406,4,5
2026-03-17,1069.8844512440592,435561.884451244,5,1
2026-03-18,11762.688266244062,425210.6882662441,4,5
2026-03-19,1660.688266244062,411593.6882662441,5,1
2026-03-20,14853.595771244029,405649.595771244,5,4
2026-03-23,133014.43122124404,390543.43122124404,3,2
2026-03-24,19223.039531244023,397477.0395312441,3,4
2026-03-25,5314.861781244024,403385.86178124405,3,2
2026-03-26,5314.861781244024,400338.86178124405,3,0
2026-03-27,10212.94692124403,417106.94692124403,3,2
2026-03-30,20312.884641244018,422258.884641244,3,4
2026-03-31,6127.513261244021,422708.51326124405,4,3
2026-04-01,1146.5132612440211,423768.51326124405,5,1
2026-04-02,1146.5132612440211,408337.51326124405,5,0
2026-04-03,18644.88150624404,402715.88150624407,5,4
