代码,名称,date,open,high,low,close,volume,amount,turn,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
sh.603909,建发合诚,2018-10-08,10.976413,10.976413,10.49950678,10.7493148,118400.0,3325581.0,0.4736,-0.699303,74.191795,4.616672,7.61977,-88.054763
sh.603909,建发合诚,2018-10-09,10.91963845,10.91963845,10.54114145,10.63198073,121900.0,3428290.0,0.4876,-1.091547,73.381955,4.566279,7.536596,-87.093602
sh.603909,建发合诚,2018-10-10,10.64712061,10.8628639,10.5222166,10.73038995,303200.0,8536942.0,1.2128,0.925597,74.061175,4.608544,7.606355,-87.899737
sh.603909,建发合诚,2018-10-11,10.53357151,10.976413,9.65924344,10.74174486,441700.0,12557976.0,1.7668,0.105816,74.139547,4.613421,7.614404,-87.992753
sh.603909,建发合诚,2018-10-12,10.68118534,10.8628639,10.4086675,10.8628639,322600.0,9103508.0,1.2904,1.12756,74.975511,4.66544,7.70026,-88.984919
sh.603909,建发合诚,2018-10-15,10.69632522,10.9007136,10.60927091,10.74552983,145300.0,4101359.0,0.5812,-1.080144,74.165671,4.615047,7.617087,-88.023758
sh.603909,建发合诚,2018-10-16,10.80230438,10.80230438,10.62819576,10.75309977,108100.0,3058744.0,0.4324,0.070449,74.217919,4.618298,7.622453,-88.085769
sh.603909,建发合诚,2018-10-17,10.69254025,10.75688474,10.52600157,10.64712061,1111100.0,31201269.0,4.4444,-0.985571,73.48645,4.572781,7.547328,-87.217623
sh.603909,建发合诚,2018-10-18,10.64712061,10.6736154,10.31404325,10.3329681,98600.0,2743551.0,0.3944,-2.950586,71.318169,4.437858,7.324638,-84.644192
sh.603909,建发合诚,2018-10-19,10.597916,10.597916,10.12479475,10.12479475,103600.0,2797259.0,0.4144,-2.014649,69.881356,4.34845,7.177072,-82.938906
sh.603909,建发合诚,2018-10-22,10.59413103,10.59413103,10.2951184,10.52600157,335900.0,9355889.0,1.3436,3.962615,72.650486,4.520763,7.461472,-86.225457
sh.603909,建发合诚,2018-10-23,10.4843669,10.6736154,10.07937511,10.54492642,356100.0,9884761.0,1.4244,0.179796,72.781106,4.528891,7.474887,-86.380483
sh.603909,建发合诚,2018-10-24,10.597916,10.597916,10.219419,10.35189295,355096.0,9763719.0,1.420384,-1.830582,71.448788,4.445985,7.338053,-84.799217
sh.603909,建发合诚,2018-10-25,10.32918313,10.32918313,9.31859614,10.219419,1019779.0,25767196.0,4.079116,-1.279709,70.534453,4.38909,7.244147,-83.714036
sh.603909,建发合诚,2018-10-26,9.70087811,10.19670918,9.53433943,10.19670918,680100.0,17664140.0,2.7204,-0.22222,70.37771,4.379336,7.228049,-83.528004
sh.603909,建发合诚,2018-10-29,10.17778433,10.17778433,9.48134985,9.7652226,460300.0,11773019.0,1.8412,-4.231631,52.449654,3.990828,5.750629,-1300.772049
sh.603909,建发合诚,2018-10-30,9.7273729,9.7273729,9.083928,9.40565045,849001.0,20701891.0,3.396004,-3.682166,50.518369,3.843879,5.538881,-1252.875403
sh.603909,建发合诚,2018-10-31,9.083928,9.15205746,8.91360435,9.083928,1167900.0,27759382.0,4.6716,-3.420525,48.790376,3.712399,5.349422,-1210.02051
sh.603912,佳力图,2018-10-08,6.10981188,6.15652298,5.71276753,5.71276753,2423875.0,30812241.0,4.679295,-9.070634,26.269072,4.029303,5.195554,-150.76495
sh.603912,佳力图,2018-10-09,5.7454653,5.91829637,5.72210975,5.81086084,1828936.0,22766457.0,3.530764,1.71709,26.720135,4.09849,5.284767,-153.353719
sh.603912,佳力图,2018-10-10,5.7921764,6.00704746,5.7921764,5.91829637,2218431.0,28042059.0,4.282685,1.848879,27.214157,4.174265,5.382475,-156.189037
sh.603912,佳力图,2018-10-11,5.46052759,5.71743864,5.3250654,5.3250654,3025981.0,35696904.0,5.841662,-10.02368,24.486297,3.755851,4.842953,-140.533151
sh.603912,佳力图,2018-10-12,5.31572318,5.46052759,4.96071882,5.36243428,2385373.0,26989852.0,4.604967,0.701754,24.658131,3.782207,4.876939,-141.519348
sh.603912,佳力图,2018-10-15,5.38578983,5.54927868,5.3250654,5.38111872,1723733.0,20109578.0,3.32767,0.34844,24.744048,3.795386,4.893932,-142.012447
sh.603912,佳力图,2018-10-16,5.38578983,5.48388314,5.21762987,5.30638096,1550213.0,17741599.0,2.992689,-1.388896,24.40038,3.742672,4.82596,-140.040052
sh.603912,佳力图,2018-10-17,5.39046094,5.5119098,5.19427432,5.46986981,2838260.0,32812578.0,5.479266,3.080989,25.152153,3.857983,4.974648,-144.354666
sh.603912,佳力图,2018-10-18,5.36710539,5.39513205,5.16157655,5.21295876,2113870.0,23988683.0,4.08083,-4.696842,23.970796,3.67678,4.740996,-137.574558
sh.603912,佳力图,2018-10-19,5.138221,5.38111872,5.02611436,5.38111872,2482213.0,28017617.0,4.791917,3.225812,24.744048,3.795386,4.893932,-142.012447
sh.603912,佳力图,2018-10-22,5.36710539,5.68006976,5.36710539,5.5586209,4387184.0,51870833.0,8.469467,3.298604,25.560258,3.920581,5.055363,-146.696885
sh.603912,佳力图,2018-10-23,5.5586209,5.57263423,5.30170985,5.35309206,3064091.0,35595856.0,5.915234,-3.697475,24.615173,3.775618,4.868442,-141.272799
sh.603912,佳力图,2018-10-24,5.2783543,5.4184876,5.2783543,5.35309206,1694437.0,19414995.0,3.271114,0.0,24.615173,3.775618,4.868442,-141.272799
sh.603912,佳力图,2018-10-25,5.16624766,5.18960321,4.97473215,5.08683879,2616702.0,28477607.0,5.051548,-4.973819,23.390858,3.587826,4.626295,-134.246141
sh.603912,佳力图,2018-10-26,5.14756322,5.4184876,5.0915099,5.22230098,2699095.0,30210685.0,5.210608,2.662993,21.732766,3.517403,4.476346,-92.3629
sh.603912,佳力图,2018-10-29,5.22230098,5.54927868,5.07749657,5.36243428,3829953.0,43709692.0,7.393732,2.683356,22.315935,3.611788,4.596462,-94.841332
sh.603912,佳力图,2018-10-30,5.28769652,5.30638096,5.0915099,5.24565653,3145173.0,35052342.0,6.071763,-2.177701,21.829961,3.533134,4.496365,-92.775972
sh.603912,佳力图,2018-10-31,5.2783543,5.3717765,5.09618101,5.27368319,3829824.0,43035196.0,7.393483,0.534287,21.946595,3.552011,4.520389,-93.271659
sh.603916,苏博特,2018-10-08,9.68500355,9.811362,9.4843166,9.50661515,2170700.0,28186991.0,2.856184,-3.39879,16.564296,1.990294,2.068634,-76.106209
sh.603916,苏博特,2018-10-09,9.6032422,9.7221678,9.5289137,9.65527215,1502400.0,19463397.0,1.976842,1.56372,16.823315,2.021417,2.100981,-77.296298
sh.603916,苏博特,2018-10-10,9.6478393,10.2127359,9.5883765,10.08637745,5598300.0,75391451.0,7.366184,4.464972,17.574472,2.111672,2.19479,-80.747557
sh.603916,苏博特,2018-10-11,9.77419775,9.90798905,9.07550985,9.3951224,5259905.0,67685893.0,6.920928,-6.853348,16.370031,1.966952,2.044373,-75.213642
