代码,名称,date,open,high,low,close,volume,amount,turn,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
sh.603909,建发合诚,2017-12-01,12.167139,12.393294,11.986215,12.2802165,325594.0,10530264.0,1.302376,1.085952,49.623285,5.299713,9.742453,-18.983096
sh.603909,建发合诚,2017-12-04,12.1596005,12.2802165,11.971138,11.99752275,270582.0,8650453.0,1.082328,-2.302032,48.480945,5.177713,9.518179,-18.5461
sh.603909,建发合诚,2017-12-05,12.28398575,12.28398575,11.76006,12.18598525,401544.0,12779007.0,1.606176,1.570851,49.242505,5.259047,9.667695,-18.837431
sh.603909,建发合诚,2017-12-06,12.227447,12.227447,11.92967625,12.0992925,143000.0,4568664.0,0.572,-0.711424,48.892187,5.221633,9.598918,-18.703419
sh.603909,建发合诚,2017-12-07,11.8279065,12.21237,11.7977525,11.8279065,211000.0,6673589.0,0.844,-2.242989,47.79554,5.104512,9.383615,-18.283903
sh.603909,建发合诚,2017-12-08,12.0616,12.06536925,11.805291,11.9635995,145596.0,4608844.0,0.582384,1.14723,48.343864,5.163073,9.491266,-18.493661
sh.603909,建发合诚,2017-12-11,11.9786765,12.05783075,11.77136775,11.9786765,322700.0,10268757.0,1.2908,0.126027,48.404789,5.169579,9.503228,-18.516967
sh.603909,建发合诚,2017-12-12,12.04275375,12.15583125,11.87690675,11.9183685,401096.0,12748682.0,1.604384,-0.503461,48.161089,5.143552,9.455383,-18.423741
sh.603909,建发合诚,2017-12-13,12.136985,12.136985,11.865599,11.9183685,193200.0,6099625.0,0.7728,0.0,48.161089,5.143552,9.455383,-18.423741
sh.603909,建发合诚,2017-12-14,11.790214,11.986215,11.49998175,11.53767425,279704.0,8724645.0,1.118816,-3.194182,46.622737,4.979258,9.153361,-17.835254
sh.603909,建发合诚,2017-12-15,11.4962125,11.76006,11.383135,11.56782825,205596.0,6251233.0,0.822384,0.261352,46.744587,4.992271,9.177283,-17.881867
sh.603909,建发合诚,2017-12-18,11.7977525,11.7977525,11.352981,11.61305925,158504.0,4834537.0,0.634016,0.391003,46.927361,5.011792,9.213167,-17.951786
sh.603909,建发合诚,2017-12-19,11.63567475,11.7223675,11.4208275,11.68090575,157004.0,4838573.0,0.628016,0.584227,47.201523,5.041072,9.266993,-18.056665
sh.603909,建发合诚,2017-12-20,11.7223675,11.7223675,11.5414435,11.579136,98900.0,3037746.0,0.3956,-0.87125,46.79028,4.997152,9.186254,-17.899347
sh.603909,建发合诚,2017-12-21,11.6469825,11.6771365,11.42459675,11.58290525,128900.0,3951212.0,0.5156,0.032553,46.805511,4.998778,9.189244,-17.905173
sh.603909,建发合诚,2017-12-22,11.669598,11.6771365,11.43967375,11.624367,112100.0,3456569.0,0.4484,0.357958,46.973055,5.016672,9.222138,-17.969266
sh.603909,建发合诚,2017-12-25,11.624367,11.6771365,11.488674,11.6319055,178400.0,5476190.0,0.7136,0.064852,47.003517,5.019925,9.228118,-17.980919
sh.603909,建发合诚,2017-12-26,11.65829025,11.87690675,11.50752025,11.835445,209700.0,6517837.0,0.8388,1.749835,47.826003,5.107766,9.389596,-18.295556
sh.603909,建发合诚,2017-12-27,11.8279065,12.136985,11.6469825,12.11060025,291022.0,9230300.0,1.164088,2.324846,48.937881,5.226513,9.607889,-18.720899
sh.603909,建发合诚,2017-12-28,12.0992925,12.22367775,11.91083,12.07290775,233800.0,7500896.0,0.9352,-0.311243,48.785569,5.210246,9.577986,-18.662632
sh.603909,建发合诚,2017-12-29,12.287755,12.36314,11.97490725,12.317909,349500.0,11327504.0,1.398,2.029352,49.775598,5.31598,9.772356,-19.041362
sh.603912,佳力图,2017-12-01,10.0563808,10.38056676,9.758659,9.79504722,14343946.0,436223768.0,38.767422,-6.208423,62.344924,13.979565,9.576423,107.396338
sh.603912,佳力图,2017-12-04,9.29884422,9.53371364,8.8158733,8.8158733,10240024.0,279404793.0,27.675741,-9.996626,56.112537,12.582081,8.619104,96.660331
sh.603912,佳力图,2017-12-05,8.4023708,8.61408408,7.93593998,8.09803296,12291115.0,306135119.0,33.21923,-8.14259,51.543524,11.557574,7.917286,88.789678
sh.603912,佳力图,2017-12-06,8.104649,8.3527505,7.95248008,8.3031302,9252863.0,229044974.0,25.007738,2.532683,52.848956,11.85029,8.117805,91.038436
sh.603912,佳力图,2017-12-07,8.18073346,8.5512317,7.88301166,8.2369698,10675064.0,264850753.0,28.851524,-0.796816,52.427849,11.755865,8.053122,90.31303
sh.603912,佳力图,2017-12-08,8.05172068,8.93496202,8.00871642,8.45529912,12816670.0,329816692.0,34.639649,2.650602,53.817503,12.067466,8.266578,92.706869
