code,name,isDelisted
sh.601599,浙文影业,False
sh.601600,中国铝业,False
sh.601601,中国太保,False
sh.601606,长城军工,False
sh.601607,上海医药,False
sh.601608,中信重工,False
sh.601609,金田股份,False
sh.601611,中国核建,False
sh.601615,明阳智能,False
sh.601616,广电电气,False
sh.601618,中国中冶,False
sh.601619,嘉泽新能,False
sh.601628,中国人寿,False
sh.601633,长城汽车,False
sh.601636,旗滨集团,False
sh.601658,邮储银行,False
sh.601665,齐鲁银行,False
sh.601666,平煤股份,False
sh.601668,中国建筑,False
sh.601669,中国电建,False
sh.601677,明泰铝业,False
sh.601678,滨化股份,False
sh.601686,友发集团,False
sh.601688,华泰证券,False
sh.601689,拓普集团,False
sh.601696,中银证券,False
sh.601698,中国卫通,False
sh.601699,潞安环能,False
sh.601700,风范股份,False
sh.601702,华峰铝业,False
sh.601717,中创智领,False
sh.601718,际华集团,False
sh.601727,上海电气,False
sh.601728,中国电信,False
sh.601766,中国中车,False
sh.601777,千里科技,False
sh.601778,晶科科技,False
sh.601788,光大证券,False
sh.601789,宁波建工,False
sh.601798,蓝科高新,False
sh.601799,星宇股份,False
sh.601800,中国交建,False
sh.601801,皖新传媒,False
sh.601808,中海油服,False
sh.601811,新华文轩,False
sh.601816,京沪高铁,False
sh.601818,光大银行,False
sh.601825,沪农商行,False
sh.601827,三峰环境,False
sh.601828,美凯龙,False
sh.601838,成都银行,False
sh.601857,中国石油,False
sh.601858,中国科传,False
sh.601860,紫金银行,False
sh.601865,福莱特,False
sh.601866,中远海发,False
sh.601868,中国能建,False
sh.601869,长飞光纤,False
sh.601872,招商轮船,False
sh.601877,正泰电器,False
sh.601878,浙商证券,False
sh.601880,辽港股份,False
sh.601881,中国银河,False
sh.601882,海天精工,False
sh.601886,江河集团,False
sh.601888,中国中免,False
sh.601890,亚星锚链,False
sh.601898,中煤能源,False
sh.601899,紫金矿业,False
sh.601900,南方传媒,False
sh.601901,方正证券,False
sh.601908,京运通,False
sh.601916,浙商银行,False
sh.601918,新集能源,False
sh.601919,中远海控,False
sh.601921,浙版传媒,False
sh.601928,凤凰传媒,False
sh.601929,吉视传媒,False
sh.601933,永辉超市,False
sh.601939,建设银行,False
sh.601949,中国出版,False
sh.601952,苏垦农发,False
sh.601956,东贝集团,False
sh.601958,金钼股份,False
sh.601963,重庆银行,False
sh.601965,中国汽研,False
sh.601966,玲珑轮胎,False
sh.601968,宝钢包装,False
sh.601969,海南矿业,False
sh.601975,招商南油,False
sh.601985,中国核电,False
sh.601988,中国银行,False
sh.601989,中国重工,True
sh.601990,南京证券,False
sh.601991,大唐发电,False
sh.601992,金隅集团,False
sh.601995,中金公司,False
sh.601996,丰林集团,False
sh.601997,贵阳银行,False
sh.601998,中信银行,False
sh.601999,出版传媒,False
sh.603000,人民网,False
sh.603001,奥康国际,False
sh.603002,宏昌电子,False
sh.603003,退市龙宇,True
sh.603004,鼎龙科技,False
sh.603005,晶方科技,False
sh.603006,联明股份,False
sh.603007,*ST花王,False
sh.603008,喜临门,False
sh.603009,北特科技,False
sh.603010,万盛股份,False
sh.603011,合锻智能,False
sh.603012,创力集团,False
sh.603013,亚普股份,False
sh.603014,威高血净,False
sh.603015,弘讯科技,False
sh.603016,新宏泰,False
sh.603017,中衡设计,False
sh.603018,华设集团,False
sh.603019,中科曙光,False
sh.603020,爱普股份,False
sh.603021,ST华鹏,False
sh.603022,新通联,False
sh.603023,威帝股份,False
sh.603025,大豪科技,False
sh.603026,石大胜华,False
sh.603027,千禾味业,False
sh.603028,赛福天,False
sh.603029,天鹅股份,False
sh.603030,全筑股份,False
sh.603031,安孚科技,False
sh.603032,德新科技,False
sh.603033,三维股份,False
sh.603035,常熟汽饰,False
sh.603036,如通股份,False
sh.603037,凯众股份,False
sh.603038,华立股份,False
sh.603039,泛微网络,False
sh.603040,新坐标,False
sh.603041,美思德,False
sh.603042,华脉科技,False
sh.603043,广州酒家,False
sh.603045,福达合金,False
sh.603048,浙江黎明,False
sh.603049,中策橡胶,False
sh.603050,科林电气,False
sh.603051,鹿山新材,False
sh.603052,可川科技,False
sh.603053,成都燃气,False
sh.603055,台华新材,False
sh.603056,德邦股份,True
sh.603057,紫燕食品,False
sh.603058,永吉股份,False
sh.603059,倍加洁,False
sh.603060,国检集团,False
sh.603061,金海通,False
sh.603062,麦加芯彩,False
sh.603063,禾望电气,False
sh.603065,宿迁联盛,False
sh.603066,音飞储存,False
sh.603067,振华股份,False
sh.603068,博通集成,False
sh.603069,海汽集团,False
sh.603070,万控智造,False
sh.603071,物产环能,False
sh.603072,天和磁材,False
sh.603073,彩蝶实业,False
sh.603075,热威股份,False
sh.603076,乐惠国际,False
sh.603077,和邦生物,False
sh.603078,江化微,False
sh.603079,圣达生物,False
sh.603080,新疆火炬,False
sh.603081,大丰实业,False
sh.603082,北自科技,False
sh.603083,剑桥科技,False
sh.603085,天成自控,False
sh.603086,先达股份,False
sh.603087,甘李药业,False
sh.603088,宁波精达,False
sh.603089,正裕工业,False
sh.603090,宏盛股份,False
sh.603091,众鑫股份,False
sh.603092,德力佳,False
sh.603093,南华期货,False
sh.603095,越剑智能,False
sh.603096,新经典,False
sh.603097,江苏华辰,False
sh.603098,森特股份,False
sh.603099,长白山,False
sh.603100,川仪股份,False
sh.603101,汇嘉时代,False
sh.603102,百合股份,False
sh.603103,横店影视,False
sh.603105,芯能科技,False
sh.603106,恒银科技,False
sh.603107,上海汽配,False
sh.603108,润达医疗,False
sh.603109,神驰机电,False
sh.603110,东方材料,False
sh.603111,康尼机电,False
sh.603112,华翔股份,False
sh.603113,金能科技,False
sh.603115,海星股份,False
sh.603116,红蜻蜓,False
sh.603117,万林物流,False
sh.603118,共进股份,False
sh.603119,浙江荣泰,False
sh.603120,肯特催化,False
sh.603121,华培动力,False
sh.603122,合富中国,False
sh.603123,翠微股份,False
sh.603124,江南新材,False
sh.603125,常青科技,False
sh.603126,中材节能,False
sh.603127,昭衍新药,False
sh.603128,华贸物流,False
sh.603129,春风动力,False
sh.603130,云中马,False
sh.603131,上海沪工,False
sh.603132,金徽股份,False
sh.603133,退市碳元,True
sh.603135,中重科技,False
sh.603136,天目湖,False
sh.603137,恒尚节能,False
sh.603138,海量数据,False
sh.603139,康惠股份,False
sh.603150,万朗磁塑,False
sh.603151,邦基科技,False
sh.603153,上海建科,False
sh.603155,新亚强,False
sh.603156,养元饮品,False
sh.603157,退市拉夏,True
sh.603158,腾龙股份,False
sh.603159,上海亚虹,False
sh.603160,汇顶科技,False
sh.603161,科华控股,False
sh.603162,海通发展,False
sh.603163,圣晖集成,False
sh.603165,荣晟环保,False
sh.603166,福达股份,False
sh.603167,渤海轮渡,False
sh.603168,莎普爱思,False
sh.603169,兰石重装,False
sh.603170,宝立食品,False
sh.603171,税友股份,False
sh.603172,万丰股份,False
sh.603173,福斯达,False
sh.603175,超颖电子,False
sh.603176,汇通集团,False
sh.603177,德创环保,False
sh.603178,圣龙股份,False
sh.603179,新泉股份,False
sh.603180,金牌家居,False
sh.603181,皇马科技,False
sh.603182,嘉华股份,False
sh.603183,建研院,False
sh.603185,弘元绿能,False
sh.603186,华正新材,False
sh.603187,海容冷链,False
sh.603188,亚邦股份,False
sh.603189,网达软件,False
sh.603190,亚通精工,False
sh.603191,望变电气,False
sh.603192,汇得科技,False
sh.603193,润本股份,False
sh.603194,中力股份,False
sh.603195,公牛集团,False
sh.603196,璞源材料,False
sh.603197,保隆科技,False
sh.603198,迎驾贡酒,False
sh.603199,九华旅游,False
sh.603200,上海洗霸,False
sh.603201,常润股份,False
sh.603202,天有为,False
sh.603203,快克智能,False
sh.603205,健尔康,False
sh.603206,嘉环科技,False
sh.603207,小方制药,False
sh.603208,江山欧派,False
sh.603209,兴通股份,False
sh.603210,泰鸿万立,False
sh.603211,晋拓股份,False
sh.603212,赛伍技术,False
sh.603213,镇洋发展,False
sh.603214,爱婴室,False
sh.603215,比依股份,False
sh.603216,梦天家居,False
sh.603217,元利科技,False
sh.603218,日月股份,False
sh.603219,富佳股份,False
sh.603220,中贝通信,False
sh.603221,爱丽家居,False
sh.603222,济民健康,False
sh.603223,恒通股份,False
sh.603225,新凤鸣,False
sh.603226,菲林格尔,False
sh.603227,雪峰科技,False
sh.603228,景旺电子,False
sh.603229,奥翔药业,False
sh.603230,内蒙新华,False
sh.603231,索宝蛋白,False
sh.603232,格尔软件,False
sh.603233,大参林,False
sh.603235,天新药业,False
sh.603236,移远通信,False
sh.603237,五芳斋,False
sh.603238,诺邦股份,False
sh.603239,浙江仙通,False
sh.603248,锡华科技,False
sh.603255,鼎际得,False
sh.603256,宏和科技,False
sh.603257,中国瑞林,False
sh.603258,电魂网络,False
sh.603259,药明康德,False
sh.603260,合盛硅业,False
sh.603261,*ST立航,False
sh.603262,技源集团,False
sh.603266,天龙股份,False
sh.603267,鸿远电子,False
sh.603268,*ST松发,False
sh.603269,海鸥股份,False
sh.603270,金帝股份,False
sh.603271,永杰新材,False
sh.603272,联翔股份,False
sh.603273,天元智能,False
sh.603275,众辰科技,False
sh.603276,恒兴新材,False
sh.603277,银都股份,False
sh.603278,大业股份,False
sh.603279,景津装备,False
sh.603280,南方路机,False
sh.603281,江瀚新材,False
sh.603282,亚光股份,False
sh.603283,赛腾股份,False
sh.603284,林平发展,False
sh.603285,键邦股份,False
sh.603286,日盈电子,False
sh.603288,海天味业,False
sh.603289,泰瑞机器,False
sh.603290,斯达半导,False
sh.603291,联合水务,False
sh.603296,华勤技术,False
sh.603297,永新光学,False
sh.603298,杭叉集团,False
sh.603299,苏盐井神,False
sh.603300,海南华铁,False
sh.603301,振德医疗,False
sh.603303,得邦照明,False
sh.603305,旭升集团,False
sh.603306,华懋科技,False
sh.603307,扬州金泉,False
sh.603308,应流股份,False
sh.603309,维力医疗,False
sh.603310,巍华新材,False
sh.603311,金海高科,False
sh.603312,西典新能,False
sh.603313,梦百合,False
sh.603315,福鞍股份,False
sh.603316,诚邦股份,False
sh.603317,天味食品,False
sh.603318,水发燃气,False
sh.603319,美湖股份,False
sh.603320,迪贝电气,False
sh.603321,梅轮电梯,False
sh.603322,超讯通信,False
sh.603323,苏农银行,False
sh.603324,盛剑科技,False
sh.603325,博隆技术,False
sh.603326,我乐家居,False
sh.603327,福蓉科技,False
sh.603328,依顿电子,False
sh.603329,上海雅仕,False
sh.603330,天洋新材,False
sh.603331,百达精工,False
sh.603332,苏州龙杰,False
sh.603333,尚纬股份,False
sh.603334,丰倍生物,False
sh.603335,迪生力,False
sh.603336,宏辉果蔬,False
sh.603337,杰克科技,False
sh.603338,浙江鼎力,False
sh.603339,四方科技,False
sh.603341,龙旗科技,False
sh.603344,星德胜,False
sh.603345,安井食品,False
sh.603348,文灿股份,False
sh.603350,安乃达,False
sh.603351,威尔药业,False
sh.603352,至信股份,False
sh.603353,和顺石油,False
sh.603355,莱克电气,False
sh.603356,华菱精工,False
sh.603357,设计总院,False
sh.603358,华达科技,False
sh.603359,东珠生态,False
sh.603360,百傲化学,False
sh.603363,傲农生物,False
sh.603365,水星家纺,False
sh.603366,日出东方,False
sh.603367,辰欣药业,False
sh.603368,柳药集团,False
sh.603369,今世缘,False
sh.603370,华新精科,False
sh.603373,安邦护卫,False
sh.603375,盛景微,False
sh.603376,大明电子,False
sh.603377,ST东时,False
sh.603378,亚士创能,False
sh.603379,三美股份,False
sh.603380,易德龙,False
sh.603381,永臻股份,False
sh.603382,海阳科技,False
sh.603383,顶点软件,False
sh.603385,惠达卫浴,False
sh.603386,骏亚科技,False
sh.603387,基蛋生物,False
sh.603388,*ST元成,True
sh.603389,*ST亚振,False
sh.603390,通达电气,False
sh.603391,力聚热能,False
sh.603392,万泰生物,False
sh.603393,新天然气,False
sh.603395,红四方,False
sh.603396,金辰股份,False
sh.603398,*ST沐邦,False
sh.603399,永杉锂业,False
sh.603400,华之杰,False
sh.603402,陕西旅游,False
sh.603406,天富龙,False
sh.603408,建霖家居,False
sh.603409,汇通控股,False
sh.603416,信捷电气,False
sh.603418,友升股份,False
sh.603421,鼎信通讯,False
sh.603429,*ST集友,False
sh.603439,三力制药,False
sh.603444,吉比特,False
sh.603456,九洲药业,False
sh.603458,勘设股份,False
sh.603459,红板科技,False
sh.603466,风语筑,False
sh.603477,巨星农牧,False
sh.603486,科沃斯,False
sh.603488,展鹏科技,False
sh.603489,八方股份,False
sh.603496,恒为科技,False
sh.603499,翔港科技,False
sh.603500,祥和实业,False
sh.603501,豪威集团,False
sh.603505,金石资源,False
sh.603506,南都物业,False
sh.603507,振江股份,False
sh.603508,思维列控,False
sh.603511,爱慕股份,False
sh.603515,欧普照明,False
sh.603516,淳中科技,False
sh.603517,ST绝味,False
sh.603518,锦泓集团,False
sh.603519,立霸股份,False
sh.603520,司太立,False
sh.603527,众源新材,False
sh.603528,多伦科技,False
sh.603529,爱玛科技,False
sh.603530,神马电力,False
sh.603533,掌阅科技,False
sh.603535,嘉诚国际,False
sh.603536,惠发食品,False
sh.603538,美诺华,False
sh.603551,奥普科技,False
sh.603555,ST贵人,True
sh.603556,海兴电力,False
sh.603557,ST起步,False
sh.603558,健盛集团,False
sh.603559,ST通脉,False
sh.603565,中谷物流,False
sh.603566,普莱柯,False
sh.603567,珍宝岛,False
sh.603568,伟明环保,False
sh.603569,长久物流,False
sh.603577,汇金通,False
sh.603578,三星新材,False
sh.603579,荣泰健康,False
sh.603580,*ST艾艾,False
sh.603583,捷昌驱动,False
sh.603585,苏利股份,False
sh.603586,金麒麟,False
sh.603587,地素时尚,False
sh.603588,高能环境,False
sh.603589,口子窖,False
sh.603590,康辰药业,False
sh.603595,ST东尼,False
sh.603596,伯特利,False
sh.603598,引力传媒,False
sh.603599,广信股份,False
sh.603600,永艺股份,False
sh.603601,再升科技,False
sh.603602,纵横通信,False
sh.603603,退市博天,True
sh.603605,珀莱雅,False
sh.603606,东方电缆,False
sh.603607,京华激光,False
sh.603608,天创时尚,False
sh.603609,禾丰股份,False
sh.603610,麒盛科技,False
sh.603611,诺力股份,False
sh.603612,索通发展,False
sh.603613,国联股份,False
sh.603615,茶花股份,False
sh.603616,韩建河山,False
sh.603617,君禾股份,False
sh.603618,杭电股份,False
sh.603619,中曼石油,False
sh.603626,科森科技,False
sh.603628,清源股份,False
sh.603629,利通电子,False
sh.603630,拉芳家化,False
sh.603633,徕木股份,False
sh.603636,南威软件,False
sh.603637,镇海股份,False
sh.603638,艾迪精密,False
sh.603639,海利尔,False
sh.603648,畅联股份,False
sh.603650,彤程新材,False
sh.603655,朗博科技,False
sh.603656,泰禾智能,False
sh.603657,春光科技,False
sh.603658,安图生物,False
sh.603659,璞泰来,False
sh.603660,苏州科达,False
sh.603661,恒林股份,False
sh.603662,柯力传感,False
sh.603663,三祥新材,False
sh.603665,康隆达,False
sh.603666,亿嘉和,False
sh.603667,五洲新春,False
sh.603668,天马科技,False
sh.603669,灵康药业,False
sh.603676,卫信康,False
sh.603677,奇精机械,False
sh.603678,火炬电子,False
sh.603679,华体科技,False
sh.603680,今创集团,False
sh.603681,永冠新材,False
sh.603682,锦和商管,False
sh.603683,晶华新材,False
sh.603685,晨丰科技,False
sh.603686,福龙马,False
sh.603687,大胜达,False
sh.603688,石英股份,False
sh.603689,皖天然气,False
sh.603690,至纯科技,False
sh.603693,江苏新能,False
sh.603696,安记食品,False
sh.603697,有友食品,False
sh.603698,航天工程,False
sh.603699,纽威股份,False
sh.603700,宁水集团,False
sh.603701,德宏股份,False
sh.603703,盛洋科技,False
sh.603706,东方环宇,False
sh.603707,健友股份,False
sh.603708,家家悦,False
sh.603709,中源家居,False
sh.603711,香飘飘,False
sh.603712,七一二,False
sh.603713,密尔克卫,False
sh.603716,塞力医疗,False
sh.603717,天域生物,False
sh.603718,海利生物,False
sh.603719,良品铺子,False
sh.603721,*ST天择,False
sh.603722,阿科力,False
sh.603725,天安新材,False
sh.603726,朗迪集团,False
sh.603727,博迈科,False
sh.603728,鸣志电器,False
sh.603729,龙韵股份,False
sh.603730,岱美股份,False
sh.603733,仙鹤股份,False
sh.603737,三棵树,False
sh.603738,泰晶科技,False
sh.603739,蔚蓝生物,False
sh.603755,日辰股份,False
sh.603757,大元泵业,False
sh.603758,秦安股份,False
sh.603759,海天股份,False
sh.603766,隆鑫通用,False
sh.603767,中马传动,False
sh.603768,常青股份,False
sh.603773,沃格光电,False
sh.603776,永安行,False
sh.603777,来伊份,False
sh.603778,国晟科技,False
sh.603779,威龙股份,False
sh.603786,科博达,False
sh.603787,新日股份,False
sh.603788,宁波高发,False
sh.603789,*ST星农,False
sh.603790,雅运股份,False
sh.603797,联泰环保,False
sh.603798,康普顿,False
sh.603799,华友钴业,False
sh.603800,洪田股份,False
sh.603801,志邦家居,False
sh.603803,瑞斯康达,False
sh.603806,福斯特,False
sh.603808,歌力思,False
sh.603809,豪能股份,False
sh.603810,丰山集团,False
sh.603811,诚意药业,False
sh.603813,*ST原尚,False
sh.603815,交建股份,False
sh.603816,顾家家居,False
sh.603817,海峡环保,False
sh.603818,曲美家居,False
sh.603819,神力股份,False
sh.603822,ST嘉澳,False
sh.603823,百合花,False
sh.603825,ST华扬,False
sh.603826,坤彩科技,False
sh.603828,ST柯利达,False
sh.603829,洛凯股份,False
sh.603833,欧派家居,False
sh.603836,海程邦达,False
sh.603838,*ST四通,False
sh.603839,安正时尚,False
sh.603843,*ST正平,False
sh.603848,好太太,False
sh.603855,华荣股份,False
sh.603856,东宏股份,False
sh.603858,步长制药,False
sh.603859,能科科技,False
sh.603860,中公高科,False
sh.603861,白云电器,False
sh.603863,松炀资源,False
sh.603866,桃李面包,False
sh.603867,新化股份,False
sh.603868,飞科电器,False
sh.603869,ST智知,False
sh.603871,嘉友国际,False
sh.603876,鼎胜新材,False
sh.603877,太平鸟,False
sh.603878,武进不锈,False
sh.603879,永悦科技,False
sh.603880,南卫股份,False
sh.603881,数据港,False
sh.603882,金域医学,False
sh.603883,老百姓,False
sh.603885,吉祥航空,False
sh.603886,元祖股份,False
sh.603887,城地香江,False
sh.603888,新华网,False
sh.603889,新澳股份,False
sh.603890,春秋电子,False
sh.603893,瑞芯微,False
sh.603895,天永智能,False
sh.603896,寿仙谷,False
sh.603897,长城科技,False
sh.603898,好莱客,False
sh.603899,晨光股份,False
sh.603900,莱绅通灵,False
sh.603901,永创智能,False
sh.603903,中持股份,False
sh.603906,龙蟠科技,False
sh.603908,牧高笛,False
sh.603909,建发合诚,False
sh.603912,佳力图,False
sh.603915,国茂股份,False
sh.603916,苏博特,False
sh.603917,合力科技,False
sh.603918,金桥信息,False
sh.603919,金徽酒,False
sh.603920,世运电路,False
sh.603922,金鸿顺,False
sh.603926,铁流股份,False
sh.603927,中科软,False
sh.603928,兴业股份,False
sh.603929,亚翔集成,False
sh.603931,格林达,False
sh.603933,睿能科技,False
sh.603936,博敏电子,False
sh.603937,丽岛新材,False
sh.603938,三孚股份,False
sh.603939,益丰药房,False
sh.603948,建业股份,False
sh.603949,雪龙集团,False
sh.603950,长源东谷,False
sh.603955,大千生态,False
sh.603956,威派格,False
sh.603958,哈森股份,False
sh.603959,百利科技,False
sh.603960,克来机电,False
sh.603963,*ST大药,True
sh.603966,法兰泰克,False
sh.603967,中创物流,False
sh.603968,醋化股份,False
sh.603969,银龙股份,False
sh.603970,中农立华,False
sh.603976,正川股份,False
sh.603977,国泰集团,False
sh.603978,深圳新星,False
sh.603979,金诚信,False
sh.603980,吉华集团,False
sh.603982,泉峰汽车,False
sh.603983,丸美生物,False
sh.603985,恒润股份,False
sh.603986,兆易创新,False
sh.603987,康德莱,False
sh.603988,中电电机,False
sh.603989,艾华集团,False
sh.603990,麦迪科技,False
sh.603991,至正股份,False
sh.603992,松霖科技,False
sh.603993,洛阳钼业,False
sh.603995,甬金股份,False
sh.603996,退市中新,True
sh.603997,继峰股份,False
sh.603998,方盛制药,False
sh.603999,读者传媒,False
sh.605001,威奥股份,False
sh.605003,众望布艺,False
sh.605005,合兴股份,False
sh.605006,山东玻纤,False
sh.605007,五洲特纸,False
sh.605008,长鸿高科,False
sh.605009,豪悦护理,False
sh.605011,杭州热电,False
sh.605016,百龙创园,False
sh.605018,长华集团,False
sh.605020,永和股份,False
sh.605028,世茂能源,False
sh.605033,美邦股份,False
sh.605050,福然德,False
sh.605055,迎丰股份,False
sh.605056,咸亨国际,False
sh.605058,澳弘电子,False
sh.605060,联德股份,False
sh.605066,天正电气,False
sh.605068,明新旭腾,False
sh.605069,正和生态,False
sh.605077,华康股份,False
sh.605080,浙江自然,False
sh.605081,*ST太和,False
sh.605086,龙高股份,False
sh.605088,冠盛股份,False
sh.605089,味知香,False
sh.605090,九丰能源,False
sh.605098,行动教育,False
sh.605099,共创草坪,False
sh.605100,华丰股份,False
sh.605108,同庆楼,False
sh.605111,新洁能,False
sh.605116,奥锐特,False
sh.605117,德业股份,False
sh.605118,力鼎光电,False
sh.605122,四方新材,False
sh.605123,派克新材,False
sh.605128,上海沿浦,False
sh.605133,嵘泰股份,False
sh.605136,丽人丽妆,False
sh.605138,盛泰集团,False
sh.605151,西上海,False
sh.605155,西大门,False
sh.605158,华达新材,False
sh.605162,新中港,False
sh.605166,聚合顺,False
sh.605167,利柏特,False
sh.605168,三人行,False
sh.605169,洪通燃气,False
sh.605177,东亚药业,False
sh.605178,时空科技,False
sh.605179,一鸣食品,False
sh.605180,华生科技,False
sh.605183,确成股份,False
sh.605186,健麾信息,False
sh.605188,国光连锁,False
sh.605189,富春染织,False
sh.605196,华通线缆,False
sh.605198,安德利,False
sh.605199,ST葫芦娃,False
sh.605208,永茂泰,False
sh.605218,伟时电子,False
sh.605222,起帆电缆,False
sh.605228,神通科技,False
sh.605255,天普股份,False
sh.605258,协和电子,False
sh.605259,绿田机械,False
sh.605266,健之佳,False
sh.605268,王力安防,False
sh.605277,新亚电子,False
sh.605286,同力天启,False
sh.605287,德才股份,False
sh.605288,凯迪股份,False
sh.605289,罗曼股份,False
sh.605296,神农集团,False
sh.605298,必得科技,False
sh.605299,舒华体育,False
sh.605300,佳禾食品,False
sh.605303,园林股份,False
sh.605305,中际联合,False
sh.605318,法狮龙,False
sh.605319,无锡振华,False
sh.605333,沪光股份,False
sh.605336,帅丰电器,False
sh.605337,李子园,False
sh.605338,巴比食品,False
sh.605339,南侨食品,False
sh.605358,立昂微,False
sh.605365,立达信,False
sh.605366,宏柏新材,False
sh.605368,蓝天燃气,False
sh.605369,拱东医疗,False
sh.605376,博迁新材,False
sh.605377,华旺科技,False
sh.605378,野马电池,False
sh.605388,均瑶健康,False
sh.605389,长龄液压,False
sh.605398,新炬网络,False
sh.605399,晨光新材,False
sh.605488,福莱新材,False
sh.605499,东鹏饮料,False
sh.605500,森林包装,False
sh.605507,国邦医药,False
sh.605555,德昌股份,False
sh.605566,福莱蒽特,False
sh.605567,春雪食品,False
sh.605577,龙版传媒,False
sh.605580,恒盛能源,False
sh.605588,冠石科技,False
sh.605589,圣泉集团,False
sh.605598,上海港湾,False
sh.605599,菜百股份,False
sz.000001,平安银行,False
sz.000002,万科A,False
sz.000003,PT金田A,True
sz.000004,*ST国华,False
sz.000005,ST星源,True
sz.000006,深振业A,False
sz.000007,全新好,False
sz.000008,神州高铁,False
sz.000009,中国宝安,False
sz.000010,美丽生态,False
sz.000011,深物业A,False
sz.000012,南玻A,False
sz.000013,*ST石化A,True
sz.000014,沙河股份,False
sz.000015,PT中浩A,True
sz.000016,深康佳A,False
sz.000017,深中华A,False
sz.000018,神城A退,True
sz.000019,深粮控股,False
sz.000020,深华发A,False
sz.000021,深科技,False
sz.000022,深赤湾A,True
sz.000023,*ST深天,True
sz.000024,招商地产,True
sz.000025,特力A,False
sz.000026,飞亚达,False
sz.000027,深圳能源,False
sz.000028,国药一致,False
sz.000029,深深房A,False
sz.000030,富奥股份,False
sz.000031,大悦城,False
sz.000032,深桑达A,False
sz.000033,新都退,True
sz.000034,神州数码,False
sz.000035,中国天楹,False
sz.000036,华联控股,False
sz.000037,深南电A,False
sz.000038,大通退,True
sz.000039,中集集团,False
sz.000040,*ST旭蓝,True
sz.000042,中洲控股,False
sz.000043,中航善达,True
sz.000045,深纺织A,False
sz.000046,*ST泛海,True
sz.000047,ST中侨,True
sz.000048,京基智农,False
sz.000049,德赛电池,False
sz.000050,深天马A,False
sz.000055,方大集团,False
sz.000056,皇庭国际,False
sz.000058,深赛格,False
sz.000059,华锦股份,False
sz.000060,中金岭南,False
sz.000061,农产品,False
sz.000062,深圳华强,False
sz.000063,中兴通讯,False
sz.000065,北方国际,False
sz.000066,中国长城,False
sz.000068,华控赛格,False
sz.000069,华侨城A,False
sz.000070,特发信息,False
sz.000078,海王生物,False
sz.000088,盐田港,False
sz.000089,深圳机场,False
sz.000090,天健集团,False
sz.000096,广聚能源,False
sz.000099,中信海直,False
sz.000100,TCL科技,False
sz.000150,*ST宜康,True
sz.000151,中成股份,False
sz.000153,丰原药业,False
sz.000155,川能动力,False
sz.000156,华数传媒,False
sz.000157,中联重科,False
sz.000158,常山北明,False
sz.000159,国际实业,False
sz.000166,申万宏源,False
sz.000301,东方盛虹,False
sz.000333,美的集团,False
sz.000338,潍柴动力,False
sz.000400,许继电气,False
sz.000401,金隅冀东,False
sz.000402,金融街,False
sz.000403,派林生物,False
sz.000404,长虹华意,False
sz.000405,ST鑫光,True
sz.000406,石油大明,True
sz.000407,胜利股份,False
sz.000408,藏格矿业,False
sz.000409,云鼎科技,False
sz.000410,沈阳机床,False
sz.000411,英特集团,False
sz.000412,ST五环,True
sz.000413,ST旭电,True
sz.000415,渤海租赁,False
sz.000416,*ST民控,True
sz.000417,合百集团,False
sz.000418,小天鹅A,True
sz.000419,通程控股,False
sz.000420,吉林化纤,False
sz.000421,南京公用,False
sz.000422,湖北宜化,False
sz.000423,东阿阿胶,False
sz.000425,徐工机械,False
sz.000426,兴业银锡,False
sz.000428,华天酒店,False
sz.000429,粤高速A,False
sz.000430,ST张家界,False
sz.000488,ST晨鸣,False
sz.000498,山东路桥,False
sz.000501,武商集团,False
sz.000502,绿景退,True
sz.000503,国新健康,False
sz.000504,*ST生物,False
sz.000505,京粮控股,False
sz.000506,招金黄金,False
sz.000507,珠海港,False
sz.000508,琼民源A,True
sz.000509,华塑控股,False
sz.000510,新金路,False
sz.000511,烯碳退,True
sz.000513,丽珠集团,False
sz.000514,渝开发,False
sz.000515,攀渝钛业,True
sz.000516,国际医学,False
sz.000517,荣安地产,False
sz.000518,*ST四环,False
sz.000519,中兵红箭,False
sz.000520,凤凰航运,False
sz.000521,长虹美菱,False
sz.000522,白云山A,True
sz.000523,红棉股份,False
sz.000524,岭南控股,False
sz.000525,红太阳,False
sz.000526,学大教育,False
sz.000527,美的电器,True
sz.000528,柳工,False
sz.000529,广弘控股,False
sz.000530,冰山冷热,False
sz.000531,穗恒运A,False
sz.000532,华金资本,False
sz.000533,顺钠股份,False
sz.000534,万泽股份,False
sz.000535,*ST猴王,True
sz.000536,华映科技,False
sz.000537,绿发电力,False
sz.000538,云南白药,False
sz.000539,粤电力A,False
sz.000540,*ST中天,True
sz.000541,佛山照明,False
sz.000542,TCL通讯,True
sz.000543,皖能电力,False
sz.000544,中原环保,False
sz.000545,金浦钛业,False
sz.000546,金圆股份,False
sz.000547,航天发展,False
sz.000548,湖南投资,False
sz.000549,S湘火炬,True
sz.000550,江铃汽车,False
sz.000551,创元科技,False
sz.000552,甘肃能化,False
sz.000553,安道麦A,False
sz.000554,泰山石油,False
sz.000555,神州信息,False
sz.000556,PT南洋,True
sz.000557,西部创业,False
sz.000558,天府文旅,False
sz.000559,万向钱潮,False
sz.000560,我爱我家,False
sz.000561,烽火电子,False
sz.000562,宏源证券,True
sz.000563,陕国投A,False
sz.000564,供销大集,False
sz.000565,渝三峡A,False
sz.000566,海南海药,False
