代码,名称,date,open,high,low,close,volume,amount,turn,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
sh.603909,建发合诚,2018-01-02,12.2802165,12.28398575,12.14829275,12.182216,154220.0,4991717.0,0.61688,-1.101593,49.227274,5.25742,9.664705,-18.831604
sh.603909,建发合诚,2018-01-03,12.1445235,12.2199085,12.06536925,12.1746775,267620.0,8622630.0,1.07048,-0.061883,49.196812,5.254166,9.658724,-18.819951
sh.603909,建发合诚,2018-01-04,12.21237,12.21237,11.99752275,12.06536925,137839.0,4419109.0,0.551356,-0.897836,48.755106,5.206993,9.572005,-18.650979
sh.603909,建发合诚,2018-01-05,12.0616,12.1746775,12.0616,12.06536925,124700.0,4009253.0,0.4988,0.0,48.755106,5.206993,9.572005,-18.650979
sh.603909,建发合诚,2018-01-08,12.12567725,12.152062,11.88444525,11.971138,155300.0,4936788.0,0.6212,-0.781,48.374326,5.166326,9.497247,-18.505314
sh.603909,建发合诚,2018-01-09,12.0088305,12.182216,11.895753,11.96736875,138639.0,4416704.0,0.554556,-0.031487,48.359095,5.164699,9.494257,-18.499487
sh.603909,建发合诚,2018-01-10,12.00506125,12.12567725,11.7977525,11.85429125,138000.0,4364508.0,0.552,-0.944879,47.902159,5.115899,9.404547,-18.324689
sh.603909,建发合诚,2018-01-11,11.8882145,12.0389845,11.81659875,11.97490725,148639.0,4708355.0,0.594556,1.017487,48.389557,5.167953,9.500237,-18.511141
sh.603909,建发合诚,2018-01-12,11.986215,12.121908,11.92967625,11.92967625,146000.0,4639202.0,0.584,-0.377717,48.206783,5.148432,9.464354,-18.441221
sh.603909,建发合诚,2018-01-15,11.92967625,12.0088305,11.71105975,11.92967625,141500.0,4455619.0,0.566,0.0,48.206783,5.148432,9.464354,-18.441221
sh.603909,建发合诚,2018-01-16,11.790214,11.9786765,11.790214,11.8429835,187200.0,5895396.0,0.7488,-0.726697,47.856465,5.111019,9.395576,-18.307209
sh.603909,建发合诚,2018-01-17,12.0239075,12.11813875,11.729906,11.98998425,328000.0,10406076.0,1.312,1.241246,48.450482,5.174459,9.512199,-18.534447
sh.603909,建发合诚,2018-01-18,12.106831,12.11060025,11.880676,12.03521525,216445.0,6896529.0,0.86578,0.377242,48.633257,5.193979,9.548082,-18.604366
sh.603909,建发合诚,2018-01-19,12.03521525,12.0992925,11.8731375,12.05783075,306600.0,9786757.0,1.2264,0.187909,48.724644,5.203739,9.566024,-18.639326
sh.603909,建发合诚,2018-01-22,12.30660125,13.0340665,12.25383175,12.47998675,1285590.0,43265121.0,5.14236,3.501097,50.43054,5.385927,9.90094,-19.291906
sh.603909,建发合诚,2018-01-23,12.6269875,12.63075675,12.106831,12.272678,615194.0,20099326.0,2.460776,-1.661127,49.592823,5.29646,9.736472,-18.971443
sh.603909,建发合诚,2018-01-24,12.136985,12.3405245,12.016369,12.09552325,442294.0,14234463.0,1.769176,-1.443493,48.876956,5.220006,9.595927,-18.697592
sh.603909,建发合诚,2018-01-25,12.1445235,12.1445235,11.820368,11.8279065,470420.0,14866776.0,1.88168,-2.21253,48.990429,5.232125,9.618205,-18.741
sh.603909,建发合诚,2018-01-26,11.7977525,11.92213775,11.58290525,11.850522,218996.0,6870249.0,0.875984,0.191209,49.084101,5.242129,9.636596,-18.776834
sh.603909,建发合诚,2018-01-29,11.96736875,11.96736875,11.57536675,11.73367525,168595.0,5247450.0,0.67438,-0.986009,48.600129,5.190441,9.541578,-18.591694
sh.603909,建发合诚,2018-01-30,11.60929,11.835445,11.60929,11.73367525,153939.0,4778901.0,0.615756,0.0,48.600129,5.190441,9.541578,-18.591694
sh.603909,建发合诚,2018-01-31,11.63567475,11.9334455,11.63567475,11.7675985,191610.0,5972078.0,0.76644,0.289111,48.740637,5.205448,9.569164,-18.645444
sh.603912,佳力图,2018-01-02,9.35838858,9.70242266,9.23268382,9.55356176,10162969.0,292087683.0,27.467484,2.302514,60.807883,13.634915,9.340327,104.748607
sh.603912,佳力图,2018-01-03,9.3616966,9.45762918,8.93496202,9.20291164,10268963.0,285849593.0,27.753954,-3.670358,58.576014,13.134465,8.997504,100.903956
sh.603912,佳力图,2018-01-04,9.097055,9.3616966,9.01766252,9.2293758,7473681.0,208114681.0,20.199138,0.287563,58.744457,13.172235,9.023377,101.194118
sh.603912,佳力图,2018-01-05,9.1962956,9.30876828,8.6173921,8.6339322,9247057.0,249083246.0,24.992046,-6.451611,54.954492,12.322413,8.441224,94.665465
sh.603912,佳力图,2018-01-08,8.5843119,8.7993332,8.40898684,8.72324874,6635286.0,173011166.0,17.933205,1.034485,55.522987,12.449886,8.528547,95.644763
sh.603912,佳力图,2018-01-09,8.76294498,9.05735876,8.6173921,8.98458232,7465321.0,200067831.0,20.176543,2.995825,57.186361,12.822863,8.784048,98.510116
