date,代码,名称,action,price,shares,amount,cost,profit
2025-11-24,sz.002015,协鑫能科,BUY,9.94,401100,3986934.0,338.88939000000005,0.0
2025-11-25,sz.002015,协鑫能科,SELL,10.08,401100,4043088.0,2365.2064800000003,53449.904130000155
2025-11-25,sz.000753,漳州发展,SELL,8.01,489700,3922497.0,2294.660745,-66294.48417499987
2025-11-25,sz.001309,德明利,SELL,230.05,18100,4163905.0,2435.884425,191620.70714000054
2025-11-25,sz.002136,安纳达,SELL,12.31,320400,3944124.0,2307.31254,-44298.10349999927
2025-11-25,sh.600104,上汽集团,SELL,14.87,267500,3977725.0,2326.969125,-10690.757874999195
2026-02-03,sh.600340,华夏幸福,BUY,1.6,12535000,20056000.0,1704.7600000000002,0.0
2026-02-04,sh.600340,华夏幸福,SELL,1.58,12535000,19805300.0,11586.1005,-263990.8604999967
2026-02-04,sh.603616,韩建河山,BUY,6.85,2890100,19797185.0,1682.760725,0.0
2026-02-05,sh.603616,韩建河山,SELL,7.54,2890100,21791354.0,12747.94209,1979738.297185
2026-02-09,sh.603980,吉华集团,BUY,7.21,3014900,21737429.0,1847.6814650000001,0.0
2026-02-10,sh.603980,吉华集团,SELL,7.93,3014900,23908157.0,13986.271845000001,2154894.046690002
2026-02-24,sz.002358,森源电气,BUY,8.18,583100,4769758.0,405.42943,0.0
2026-02-24,sh.600481,双良节能,BUY,9.31,512300,4769513.0,405.408605,0.0
2026-02-24,sh.601126,四方股份,BUY,42.48,112200,4766256.0,405.13176000000004,0.0
2026-02-24,sh.603103,横店影视,BUY,31.41,151800,4768038.0,405.28323,0.0
2026-02-24,sz.002207,准油股份,BUY,10.69,446100,4768809.0,405.348765,0.0
2026-02-25,sh.600481,双良节能,SELL,9.37,512300,4800251.0,2808.146835,27524.444560000673
2026-02-25,sz.002358,森源电气,SELL,9.13,583100,5323703.0,3114.366255,550425.2043150002
2026-02-25,sz.002207,准油股份,SELL,11.58,446100,5165838.0,3022.01523,393601.6360050002
2026-02-25,sh.601126,四方股份,SELL,43.0,112200,4824600.0,2822.391,55116.47724000085
2026-02-26,sh.603103,横店影视,SELL,27.5,151800,4174500.0,2442.0825,-596385.3657299993
2026-03-20,sz.000830,鲁西化工,BUY,16.12,301100,4853732.0,412.56722,0.0
2026-03-20,sh.600470,六国化工,BUY,7.27,667700,4854179.0,412.60521500000004,0.0
2026-03-20,sz.002270,华明装备,BUY,28.56,169900,4852344.0,412.44924000000003,0.0
2026-03-20,sh.600860,京城股份,BUY,12.69,382500,4853925.0,412.58362500000004,0.0
2026-03-20,sh.603067,振华股份,BUY,33.5,144900,4854150.0,412.60275,0.0
2026-03-23,sh.603067,振华股份,SELL,31.6,144900,4578840.0,2678.6214,-278401.2241499992
2026-03-23,sz.002270,华明装备,SELL,26.77,169900,4548223.0,2660.710455,-307194.15969499946
2026-03-23,sz.000830,鲁西化工,SELL,15.04,301100,4528544.0,2649.19824,-328249.76545999944
2026-03-23,sh.600860,京城股份,SELL,11.84,382500,4528800.0,2649.348,-328186.93162499927
2026-03-23,sh.600470,六国化工,SELL,6.6,667700,4406820.0,2577.9897,-450349.59491499886
2026-03-23,sh.601939,建设银行,BUY,9.32,485200,4522064.0,384.37544,0.0
2026-03-23,sh.605296,神农集团,BUY,30.28,149300,4520804.0,384.26834,0.0
2026-03-23,sh.601998,中信银行,BUY,7.88,573900,4522332.0,384.39822000000004,0.0
2026-03-23,sh.601225,陕西煤业,BUY,27.5,164400,4521000.0,384.285,0.0
2026-03-23,sh.600012,皖通高速,BUY,15.57,290400,4521528.0,384.32988,0.0
2026-03-24,sh.601939,建设银行,SELL,9.16,485200,4444432.0,2599.99272,-80616.36816000007
2026-03-24,sh.601998,中信银行,SELL,7.9,573900,4533810.0,2652.27885,8441.322929999791
2026-03-24,sh.600012,皖通高速,SELL,15.37,290400,4463448.0,2611.11708,-61075.44695999939
2026-03-24,sh.605296,神农集团,SELL,30.1,149300,4493930.0,2628.94905,-29887.21738999989
2026-03-24,sh.601225,陕西煤业,SELL,26.6,164400,4373040.0,2558.2284,-150902.5133999996
2026-03-24,sh.603358,华达科技,BUY,38.7,115200,4458240.0,378.9504,0.0
2026-03-24,sz.002379,宏桥控股,BUY,25.6,174200,4459520.0,379.05920000000003,0.0
2026-03-24,sz.000688,国城矿业,BUY,33.35,133700,4458895.0,379.006075,0.0
2026-03-24,sh.600703,三安光电,BUY,14.0,318600,4460400.0,379.134,0.0
2026-03-24,sh.600895,张江高科,BUY,34.62,128800,4459056.0,379.01976,0.0
2026-03-25,sh.600703,三安光电,SELL,13.63,318600,4342518.0,2540.37303,-120801.50702999998
2026-03-25,sh.600895,张江高科,SELL,34.76,128800,4477088.0,2619.09648,15033.883760000579
2026-03-25,sz.000688,国城矿业,SELL,36.83,133700,4924171.0,2880.640035,462016.35389000084
2026-03-25,sz.002379,宏桥控股,SELL,26.05,174200,4537910.0,2654.67735,75356.26345000137
2026-03-26,sh.603358,华达科技,SELL,30.5,115200,3513600.0,2055.456,-947074.4063999993
2026-03-27,sh.603358,华达科技,BUY,27.81,261200,7263972.0,617.43762,0.0
2026-03-27,sz.002943,宇晶股份,BUY,46.85,155100,7266435.0,617.646975,0.0
2026-03-27,sz.001225,和泰机电,BUY,46.49,156300,7266387.0,617.6428950000001,0.0
2026-03-30,sz.001225,和泰机电,SELL,48.21,156300,7535223.0,4408.105455,263810.2516500009
2026-03-30,sz.002943,宇晶股份,SELL,46.67,155100,7238517.0,4234.532445,-32770.17941999901
2026-03-30,sh.603358,华达科技,SELL,30.29,261200,7911748.0,4628.37258,642530.1898000007
2026-03-31,sh.603127,昭衍新药,BUY,32.0,707900,22652800.0,1925.488,0.0
2026-04-01,sh.603127,昭衍新药,SELL,34.24,707900,24238496.0,14179.52016,1569590.9918400012
2026-04-01,sh.603358,华达科技,BUY,34.5,350600,12095700.0,1028.1345000000001,0.0
2026-04-01,sz.001225,和泰机电,BUY,49.8,242900,12096420.0,1028.1957,0.0
