date,代码,名称,action,price,shares,amount,cost,profit
2024-07-04,sh.603959,百利科技,SELL,1.62,696500,1128330.0,660.07305,48003.16307500005
2024-07-04,sh.603879,永悦科技,SELL,2.34,486200,1137708.0,665.55918,57586.69488000008
2024-07-04,sz.002640,跨境通,SELL,1.48,634000,938320.0,548.9172,81798.33130000008
2024-07-05,sz.002607,中公教育,SELL,1.56,670500,1045980.0,611.8983000000001,-34228.65622499981
2024-07-05,sh.603863,松炀资源,BUY,19.1,53900,1029490.0000000001,87.50665000000002,0.0
2024-07-05,sz.002640,跨境通,BUY,1.36,757200,1029792.0000000001,87.53232000000001,0.0
2024-07-05,sz.002622,皓宸医疗,BUY,1.23,837200,1029756.0,87.52926000000001,0.0
2024-07-05,sh.600227,赤天化,BUY,1.24,830400,1029696.0,87.52416000000001,0.0
2024-07-05,sh.603959,百利科技,BUY,1.5,686500,1029750.0,87.52875,0.0
2024-07-08,sh.603959,百利科技,SELL,1.54,686500,1057210.0,618.46785,26754.00340000016
2024-07-08,sh.600227,赤天化,SELL,1.27,830400,1054608.0,616.94568,24207.5301600002
2024-07-08,sz.002622,皓宸医疗,SELL,1.28,837200,1071616.0,626.89536,41145.57538000017
2024-07-08,sh.603863,松炀资源,SELL,19.14,53900,1031646.0,603.51291,1464.9804399999557
2024-07-08,sz.002640,跨境通,SELL,1.39,757200,1052508.0,615.71718,22012.750500000082
2024-07-09,sh.603863,松炀资源,BUY,18.61,56500,1051465.0,89.374525,0.0
2024-07-09,sh.603959,百利科技,BUY,1.47,715900,1052373.0,89.451705,0.0
2024-07-09,sz.002622,皓宸医疗,BUY,1.2,877000,1052400.0,89.45400000000001,0.0
2024-07-09,sz.002607,中公教育,BUY,1.48,711100,1052428.0,89.45638000000001,0.0
2024-07-09,sz.002640,跨境通,BUY,1.33,791300,1052429.0,89.45646500000001,0.0
2024-07-10,sz.002640,跨境通,SELL,1.33,791300,1052429.0,615.670965,-705.1274299998768
2024-07-10,sz.002607,中公教育,SELL,1.43,711100,1016873.0,594.870705,-36239.32708499988
2024-07-10,sz.002490,山东墨龙,BUY,1.6,666400,1066240.0,90.63040000000001,0.0
2024-07-10,sz.000506,招金黄金,BUY,0.94,1134400,1066336.0,90.63856000000001,0.0
2024-07-11,sh.603863,松炀资源,SELL,18.5,56500,1045250.0,611.47125,-6915.84577499982
2024-07-11,sh.603959,百利科技,SELL,1.37,715900,980783.0000000001,573.7580550000001,-72253.20975999977
2024-07-11,sz.002490,山东墨龙,SELL,1.66,666400,1106224.0,647.14104,39246.22856000019
2024-07-11,sz.002640,跨境通,BUY,1.29,803700,1036773.0,88.12570500000001,0.0
2024-07-11,sz.002607,中公教育,BUY,1.39,745900,1036800.9999999999,88.128085,0.0
2024-07-11,sz.002629,仁智股份,BUY,1.5,691200,1036800.0,88.128,0.0
2024-07-12,sz.002629,仁智股份,SELL,1.57,691200,1085184.0,634.83264,47661.03936000017
2024-07-12,sz.002607,中公教育,SELL,1.48,745900,1103932.0,645.80022,66397.07169500017
2024-07-12,sh.603863,松炀资源,BUY,18.21,121100,2205231.0,187.444635,0.0
2024-07-16,sh.603863,松炀资源,SELL,17.8,121100,2155580.0,1261.0143,-51099.45893499954
2024-07-16,sz.002640,跨境通,SELL,1.38,803700,1109106.0,648.82701,71596.04728500021
2024-07-16,sz.002622,皓宸医疗,SELL,1.24,877000,1087480.0,636.1758,34354.370200000005
2024-07-17,sh.603863,松炀资源,BUY,17.75,121300,2153075.0,183.01137500000002,0.0
2024-07-17,sz.002052,同洲电子,BUY,1.34,1607200,2153648.0,183.06008,0.0
2024-07-18,sz.002052,同洲电子,SELL,1.42,1607200,2282224.0,1335.10104,127057.83888000017
2024-07-18,sh.603863,松炀资源,SELL,17.09,121300,2073017.0,1212.714945,-81453.72631999967
2024-07-19,sh.600831,广电网络,BUY,1.78,814900,1450522.0,123.29437000000001,0.0
2024-07-19,sz.002607,中公教育,BUY,1.58,918100,1450598.0,123.30083,0.0
2024-07-19,sh.605186,健麾信息,BUY,21.1828287,68400,1448905.4830800002,123.15696606180002,0.0
2024-07-22,sh.605186,健麾信息,SELL,21.1828287,68400,1448905.4830800002,847.6097076018001,-970.7666736633983
2024-07-22,sh.600831,广电网络,SELL,1.8,814900,1466820.0,858.0897,15316.61593000032
2024-07-22,sz.002607,中公教育,SELL,1.53,918100,1404693.0,821.745405,-46850.04623499978
2024-07-23,sz.000506,招金黄金,SELL,1.28,1134400,1452032.0,849.43872,384755.92272000015
2024-07-24,sz.002607,中公教育,BUY,1.45,1980100,2871145.0,244.04732500000003,0.0
2024-07-24,sh.600831,广电网络,BUY,1.95,1472400,2871180.0,244.05030000000002,0.0
2024-07-25,sh.600831,广电网络,SELL,1.9,1472400,2797560.0,1636.5726,-75500.62289999984
2024-07-25,sz.002607,中公教育,SELL,1.42,1980100,2811742.0,1644.86907,-61291.91639499972
2024-07-26,sz.000981,山子高科,BUY,0.77,2427800,1869406.0,158.89951000000002,0.0
2024-07-26,sz.002951,金时科技,BUY,3.59093616,520500,1869082.27128,158.8719930588,0.0
2024-07-26,sz.000921,海信家电,BUY,25.2933905,73900,1869181.55795,158.88043242575,0.0
2024-07-29,sz.002951,金时科技,SELL,3.61793568,520500,1883135.52144,1101.6342800424,12792.74388689897
2024-07-29,sz.000981,山子高科,SELL,0.95,2427800,2306410.0,1349.2498500000002,435495.8506400003
2024-07-29,sz.000921,海信家电,SELL,27.260146,73900,2014524.7894,1178.497001799,144005.85401577526
2024-07-30,sz.002951,金时科技,BUY,3.58193632,863800,3094076.593216,262.99651042336,0.0
2024-07-30,sh.600831,广电网络,BUY,1.85,1672600,3094310.0,263.01635000000005,0.0
2024-07-31,sz.002951,金时科技,SELL,3.74393344,863800,3234009.705472,1891.8956777011201,137778.22006787546
2024-07-31,sh.600831,广电网络,SELL,2.01,1672600,3361925.9999999995,1966.7267099999997,265386.25693999976
2024-07-31,sz.001212,中旗新材,BUY,15.57176064,84500,1315813.7740800001,111.84417079680001,0.0
2024-07-31,sh.605266,健之佳,BUY,19.557164,67300,1316197.1372,111.876756662,0.0
2024-07-31,sh.600398,海澜之家,BUY,5.883768,223700,1316198.9016,111.876906636,0.0
2024-07-31,sh.600817,宇通重工,BUY,10.00366647,131600,1316482.5074520002,111.90101313342002,0.0
2024-07-31,sh.600818,中路股份,BUY,12.11948329,108600,1316175.885294,111.87495024999001,0.0
2024-08-01,sh.600817,宇通重工,SELL,9.84991175,131600,1296248.3863000001,758.3053059855001,-21104.327471118886
2024-08-01,sz.001212,中旗新材,SELL,15.8866308,84500,1342420.3026,785.315877021,25709.368472182192
2024-08-01,sh.600818,中路股份,SELL,12.36926654,108600,1343302.346244,785.8318725527399,26228.754127197433
2024-08-01,sh.605266,健之佳,SELL,20.24404976,67300,1362424.548848,797.0183610760799,45318.51653026207
2024-08-01,sh.600398,海澜之家,SELL,6.137136,223700,1372877.3232,803.133234072,55763.41145929205
2024-08-06,sz.002951,金时科技,BUY,3.70793408,362000,1342272.13696,114.09313164160001,0.0
2024-08-06,sh.600337,美克家居,BUY,1.5810165,849200,1342599.2118,114.120933003,0.0
2024-08-06,sh.600785,新华百货,BUY,9.87475473,135900,1341979.167807,114.068229263595,0.0
2024-08-06,sh.601515,衢州东峰,BUY,2.71,495400,1342534.0,114.11539,0.0
2024-08-06,sh.603883,老百姓,BUY,13.6569216,98300,1342475.39328,114.1104084288,0.0
2024-08-07,sh.603883,老百姓,SELL,13.45352064,98300,1322481.0789120002,773.6514311635201,-20882.07620759192
2024-08-07,sh.600785,新华百货,SELL,10.04952915,135900,1365731.011485,798.952641718725,22838.822807017714
2024-08-07,sz.002951,金时科技,SELL,3.68093456,362000,1332498.31072,779.5115117712,-10667.430883412715
2024-08-07,sh.601515,衢州东峰,SELL,2.68,495400,1327672.0,776.68812,-15752.803509999998
2024-08-07,sh.600337,美克家居,SELL,1.551186,849200,1317267.1512,770.601283452,-26216.782816454768
2024-08-29,sh.600733,北汽蓝谷,BUY,6.36,209500,1332420.0,113.2557,0.0
2024-08-29,sh.600153,建发股份,BUY,6.44305484,206800,1332423.740912,113.25601797752,0.0
2024-08-29,sh.601138,工业富联,BUY,18.533455,71900,1332555.4145,113.2672102325,0.0
2024-08-29,sh.603801,志邦家居,BUY,8.91159434,149500,1332283.3538300002,113.24408507555002,0.0
2024-08-29,sh.605289,罗曼股份,BUY,18.25,73000,1332250.0,113.24125000000001,0.0
2024-08-30,sh.605289,罗曼股份,SELL,18.34,73000,1338820.0,783.2097,5673.549050000031
2024-08-30,sh.600153,建发股份,SELL,6.45218098,206800,1334311.026664,780.57195059844,993.4577834242955
2024-08-30,sh.603801,志邦家居,SELL,8.8550726,149500,1323833.3536999999,774.4425119145,-9337.686726990156
2024-08-30,sh.600733,北汽蓝谷,SELL,6.44,209500,1349180.0,789.2703,15857.474000000162
2024-08-30,sh.601138,工业富联,SELL,18.6114906,71900,1338166.17414,782.8272118719,4714.665217895759
2024-08-30,sh.603665,康隆达,BUY,13.57,98400,1335288.0,113.49948,0.0
2024-08-30,sh.603477,巨星农牧,BUY,17.39266998,76800,1335757.054464,113.53934962944001,0.0
2024-08-30,sh.600719,大连热电,BUY,5.04,265100,1336104.0,113.56884000000001,0.0
2024-08-30,sz.002840,华统股份,BUY,11.4,117200,1336080.0,113.56680000000001,0.0
2024-08-30,sz.002154,报喜鸟,BUY,3.2656208,409100,1335965.46928,113.55706488880001,0.0
2024-09-02,sh.603665,康隆达,SELL,13.8,98400,1357920.0,794.3832,21724.117320000194
2024-09-02,sz.002840,华统股份,SELL,11.41,117200,1337252.0,782.29242,276.1407800000161
2024-09-02,sz.002154,报喜鸟,SELL,3.3525752,409100,1371538.51432,802.3500308772001,34657.13794423407
2024-09-02,sh.600719,大连热电,SELL,5.12,265100,1357312.0,794.02752,20300.40364000015
2024-09-02,sh.603477,巨星农牧,SELL,17.7597714,76800,1363950.4435200002,797.9110094592002,27281.93869691156
2024-09-19,sz.000906,浙商中拓,BUY,4.2468699,319400,1356450.24606,115.2982709151,0.0
2024-09-19,sh.600671,天目药业,BUY,6.18,219500,1356510.0,115.30335000000001,0.0
2024-09-19,sh.603477,巨星农牧,BUY,15.7754394,85900,1355110.24446,115.1843707791,0.0
2024-09-19,sz.002840,华统股份,BUY,9.93,136600,1356438.0,115.29723000000001,0.0
2024-09-19,sh.603018,华设集团,BUY,6.08162632,223000,1356202.66936,115.27722689560001,0.0
2024-09-20,sh.600671,天目药业,SELL,6.6,219500,1448700.0,847.4895,91227.20715000015
2024-09-20,sz.002840,华统股份,SELL,10.16,136600,1387856.0,811.89576,30490.807010000106
2024-09-20,sh.603477,巨星农牧,SELL,15.86473434,85900,1362780.679806,797.2266976865101,6758.024277534569
2024-09-20,sz.000906,浙商中拓,SELL,4.3632225,319400,1393613.2665,815.2637609024999,36232.45840818249
2024-09-20,sh.603018,华设集团,SELL,6.20009956,223000,1382622.20188,808.8339880998001,25495.42130500474
2024-09-24,sz.000906,浙商中拓,BUY,4.3244383,322300,1393766.46409,118.47014944765,0.0
2024-09-24,sh.603172,万丰股份,BUY,11.98864098,116200,1393080.081876,118.41180695946001,0.0
2024-09-24,sh.600106,重庆路桥,BUY,4.5104219,309000,1393720.3671,118.4662312035,0.0
2024-09-24,sh.600133,东湖高新,BUY,8.105262,171900,1393294.5378,118.43003571300001,0.0
2024-09-24,sh.603477,巨星农牧,BUY,15.54724122,89600,1393032.813312,118.40778913152,0.0
2024-09-25,sh.603172,万丰股份,SELL,12.41609667,116200,1442750.433054,844.00900333659,48707.93036770425
2024-09-25,sh.603477,巨星农牧,SELL,16.77752706,89600,1503266.424576,879.41085837696,109235.7926164919
2024-09-25,sh.600133,东湖高新,SELL,8.47859528,171900,1457470.528632,852.6202592497201,63204.94053703733
2024-09-25,sz.000906,浙商中拓,SELL,5.20677885,322300,1678144.823355,981.7147216626751,283278.17439388996
2024-09-25,sh.600106,重庆路桥,SELL,4.768728,309000,1473536.952,862.0191169200001,78836.09955187677
2024-09-27,sh.600611,大众交通,BUY,7.0221918,214700,1507664.57946,128.1514892541,0.0
2024-09-27,sh.600671,天目药业,BUY,6.81,221400,1507734.0,128.15739000000002,0.0
2024-09-27,sh.603883,老百姓,BUY,14.84827008,101500,1507099.4131200002,128.10345011520002,0.0
2024-09-27,sz.002036,联创电子,BUY,7.8,193300,1507740.0,128.1579,0.0
2024-09-27,sz.002520,日发精机,BUY,4.32,349100,1508112.0,128.18952000000002,0.0
2024-09-30,sh.600671,天目药业,SELL,7.0,221400,1549800.0,906.633,41031.20961000025
2024-09-30,sz.002036,联创电子,SELL,8.58,193300,1658514.0,970.23069,149675.61141000013
2024-09-30,sh.603883,老百姓,SELL,16.83385088,101500,1708635.86432,999.5519806272,200408.79576925747
2024-09-30,sh.600611,大众交通,SELL,7.27015055,214700,1560901.323085,913.127274004725,52195.46486174152
2024-09-30,sz.000536,华映科技,BUY,3.11,522300,1624353.0,138.070005,0.0
2024-09-30,sz.000566,海南海药,BUY,3.97,409100,1624127.0,138.05079500000002,0.0
2024-09-30,sh.600198,大唐电信,BUY,7.38,220100,1624338.0,138.06873000000002,0.0
2024-09-30,sz.000062,深圳华强,BUY,26.0555622,62300,1623261.5250600001,137.97722963010003,0.0
2024-10-08,sz.002520,日发精机,SELL,5.43,349100,1895613.0,1108.933605,386263.8768750003
2024-10-08,sh.600198,大唐电信,SELL,8.7,220100,1914869.9999999998,1120.19895,289273.73231999995
2024-10-08,sz.000566,海南海药,SELL,4.75,409100,1943225.0,1136.786625,317823.16258000024
2024-10-08,sz.000536,华映科技,SELL,3.65,522300,1906395.0,1115.2410750000001,280788.6889200001
2024-10-08,sh.600611,大众交通,BUY,8.5099443,224200,1907929.51206,162.17400852510002,0.0
2024-10-08,sz.002425,凯撒文化,BUY,2.22,859600,1908312.0000000002,162.20652000000004,0.0
2024-10-08,sh.603172,万丰股份,BUY,17.17775424,111000,1906730.72064,162.0721112544,0.0
2024-10-08,sh.600187,国中水务,BUY,3.87,493100,1908297.0,162.20524500000002,0.0
2024-10-09,sz.000062,深圳华强,SELL,31.37341996,62300,1954564.063508,1143.41997715218,330021.14124121773
2024-10-09,sh.600611,大众交通,SELL,8.926515,224200,2001324.663,1170.774927855,92062.20200361987
2024-10-09,sh.600187,国中水务,SELL,3.73,493100,1839263.0,1075.968855,-70272.17409999995
2024-10-09,sh.600461,洪城环境,BUY,9.30858244,208700,1942701.1552280001,165.12959819438004,0.0
2024-10-09,sh.603665,康隆达,BUY,15.84,122600,1941984.0,165.06864000000002,0.0
2024-10-09,sz.002128,电投能源,BUY,18.02853271,107700,1941672.9728670001,165.04220269369503,0.0
2024-10-10,sh.600461,洪城环境,SELL,8.75597468,208700,1827371.915716,1069.01257069386,-116563.38168088836
2024-10-10,sh.603665,康隆达,SELL,14.48,122600,1775248.0,1038.52008,-167939.58871999965
2024-10-10,sz.002128,电投能源,SELL,17.42157527,107700,1876303.6565790002,1097.6376390987152,-66631.99612979218
2024-10-10,sh.600611,大众交通,BUY,9.8390032,185800,1828086.79456,155.38737753760003,0.0
2024-10-10,sh.605218,伟时电子,BUY,20.947731,87200,1826642.1432,155.26458217200002,0.0
2024-10-10,sh.600552,凯盛科技,BUY,12.0048858,152300,1828344.10734,155.40924912390003,0.0
2024-10-11,sh.603172,万丰股份,SELL,13.94698449,111000,1548115.27839,905.64743785815,-359683.1617991121
2024-10-11,sh.600552,凯盛科技,SELL,11.6365767,152300,1772250.6314100001,1036.76661937485,-57285.65179849835
2024-10-11,sh.600611,大众交通,SELL,8.4305975,185800,1566405.0155,916.3469340675,-262753.51337160496
2024-10-11,sz.002425,凯撒文化,SELL,1.96,859600,1684816.0,985.6173600000001,-224643.82388000004
2024-10-11,sh.605218,伟时电子,SELL,20.6484777,87200,1800547.25544,1053.3201444324,-27303.472486604238
2024-10-14,sz.002425,凯撒文化,BUY,1.99,4176800,8311832.0,706.50572,0.0
2024-10-15,sz.002425,凯撒文化,SELL,1.98,4176800,8270064.0,4837.98744,-47312.49315999914
2024-12-02,sh.603826,坤彩科技,BUY,22.74,72600,1650924.0,140.32854,0.0
2024-12-02,sz.000526,学大教育,BUY,43.25,38200,1652150.0,140.43275,0.0
2024-12-02,sz.002388,新亚制程,BUY,4.16,397300,1652768.0,140.48528000000002,0.0
2024-12-02,sh.603556,海兴电力,BUY,36.5563208,45200,1652345.70016,140.44938451360002,0.0
2024-12-02,sz.000400,许继电气,BUY,25.25907384,65400,1651943.4291359999,140.41519147656,0.0
2024-12-03,sh.603826,坤彩科技,SELL,22.71,72600,1648746.0,964.5164100000001,-3282.844949999824
2024-12-03,sz.002388,新亚制程,SELL,4.19,397300,1664687.0000000002,973.8418950000001,10804.672825000249
2024-12-03,sh.603556,海兴电力,SELL,36.9065144,45200,1668174.45088,975.8820537647999,14712.419281721814
2024-12-03,sz.000526,学大教育,SELL,44.81,38200,1711742.0,1001.3690700000001,58450.198180000065
2024-12-03,sz.000400,许继电气,SELL,26.06375296,65400,1704569.443584,997.1731244966401,51488.42613202706
2024-12-03,sz.002052,同洲电子,BUY,5.83,1439900,8394617.0,713.542445,0.0
2024-12-04,sz.002052,同洲电子,SELL,6.12,1439900,8812188.0,5155.12998,411702.32757500187
2024-12-04,sh.603018,华设集团,BUY,9.55684136,184100,1759414.494376,149.55023202196,0.0
2024-12-04,sh.603687,大胜达,BUY,8.3792904,210000,1759650.9840000002,149.57033364000003,0.0
2024-12-04,sh.600714,金瑞矿业,BUY,9.80196155,179500,1759452.0982249998,149.553428349125,0.0
2024-12-04,sh.603069,海汽集团,BUY,21.22,82900,1759138.0,149.52673000000001,0.0
2024-12-04,sz.000509,华塑控股,BUY,3.89,452300,1759447.0,149.552995,0.0
2024-12-05,sh.603069,海汽集团,SELL,20.7,82900,1716030.0,1003.87755,-44261.4042799999
2024-12-05,sh.600714,金瑞矿业,SELL,9.61288818,179500,1725513.42831,1009.4253555613501,-35097.64869890991
2024-12-05,sh.603687,大胜达,SELL,7.95288864,210000,1670106.6144,977.0123694240001,-90670.95230306406
2024-12-05,sh.603018,华设集团,SELL,9.2804038,184100,1708522.3395800001,999.4855686543001,-52041.190596675966
2024-12-05,sz.000509,华塑控股,SELL,3.8,452300,1718740.0,1005.4629,-41862.01589499973
2024-12-05,sh.603776,永安行,BUY,17.03839592,501200,8539644.035104,725.86974298384,0.0
2024-12-06,sh.603776,永安行,SELL,18.74322096,501200,9394102.345152,5495.5498719139205,848236.8904331047
2024-12-06,sh.603863,松炀资源,BUY,21.35,87700,1872395.0000000002,159.15357500000002,0.0
2024-12-06,sh.600246,万通发展,BUY,9.74,192400,1873976.0,159.28796,0.0
2024-12-06,sh.603991,至正股份,BUY,59.60302563,31400,1871535.0047819999,159.08047540647,0.0
2024-12-06,sz.002875,安奈儿,BUY,14.5,129200,1873400.0,159.239,0.0
2024-12-06,sh.600611,大众交通,BUY,8.0735369,232100,1873867.91449,159.27877273165,0.0
2024-12-09,sz.002875,安奈儿,SELL,14.51,129200,1874692.0,1096.69482,36.06618000008166
2024-12-09,sh.600611,大众交通,SELL,8.04378185,232100,1866961.7673850001,1092.172633920225,-8157.598511651857
2024-12-09,sh.603991,至正股份,SELL,58.10320113,31400,1824440.515482,1067.29770155697,-48320.86747696297
2024-12-09,sh.600246,万通发展,SELL,9.23,192400,1775852.0,1038.8734200000001,-99322.16137999995
2024-12-09,sh.603863,松炀资源,SELL,20.38,87700,1787326.0,1045.58571,-86273.73928500013
2024-12-09,sh.603160,汇顶科技,BUY,89.31900692,102200,9128402.507224001,775.9142131140402,0.0
2024-12-10,sh.603160,汇顶科技,SELL,98.25289292,102200,10041445.656423999,5874.24570900804,906392.9892778769
2024-12-10,sh.603356,华菱精工,BUY,16.15,620500,10021075.0,851.791375,0.0
2024-12-11,sh.603356,华菱精工,SELL,17.77,620500,11026285.0,6450.376725,997907.8319000024
2024-12-11,sh.603863,松炀资源,BUY,21.19,103800,2199522.0,186.95937,0.0
2024-12-11,sh.600246,万通发展,BUY,8.18,268900,2199602.0,186.96617,0.0
2024-12-11,sz.000062,深圳华强,BUY,25.26339399,87000,2197915.2771300003,186.82279855605003,0.0
2024-12-11,sh.603826,坤彩科技,BUY,22.8,96400,2197920.0,186.8232,0.0
2024-12-11,sz.001205,盛航股份,BUY,18.53171131,118700,2199714.132497,186.97570126224502,0.0
2024-12-12,sz.000062,深圳华强,SELL,25.35155628,87000,2205585.39636,1290.2674568706002,6193.028974573594
2024-12-12,sz.001205,盛航股份,SELL,18.50193352,118700,2196179.508824,1284.7650126620401,-5006.364386923611
2024-12-12,sh.603826,坤彩科技,SELL,22.99,96400,2216236.0,1296.4980600000001,16832.678739999887
2024-12-13,sh.603863,松炀资源,SELL,23.52,103800,2441376.0,1428.20496,240238.8356700004
2024-12-13,sh.600246,万通发展,SELL,8.6,268900,2312540.0,1352.8359,111398.19793000026
2024-12-13,sz.002184,海得控制,BUY,12.26,185300,2271778.0,193.10113,0.0
2024-12-13,sz.002514,宝馨科技,BUY,7.85,289400,2271790.0,193.10215000000002,0.0
2024-12-13,sz.002975,博杰股份,BUY,34.13786673,66500,2270168.137545,192.964291691325,0.0
2024-12-13,sh.600307,酒钢宏兴,BUY,1.87,1215200,2272424.0,193.15604000000002,0.0
2024-12-13,sz.000629,钒钛股份,BUY,3.34,680300,2272202.0,193.13717000000003,0.0
2024-12-16,sz.002975,博杰股份,SELL,33.1329339,66500,2203340.1043499997,1288.9539610447498,-68309.95144773554
2024-12-16,sz.002514,宝馨科技,SELL,7.65,289400,2213910.0,1295.13735,-59368.239499999676
2024-12-16,sz.000629,钒钛股份,SELL,3.22,680300,2190566.0,1281.48111,-83110.61827999959
2024-12-16,sz.002184,海得控制,SELL,11.92,185300,2208776.0,1292.1339600000001,-64487.23508999962
2024-12-16,sh.600307,酒钢宏兴,SELL,1.8,1215200,2187360.0,1279.6056,-86536.76163999969
2024-12-16,sz.000859,国风新材,BUY,6.38,862600,5503388.0,467.78798000000006,0.0
2024-12-16,sh.600715,文投控股,BUY,2.23,2468100,5503863.0,467.82835500000004,0.0
2024-12-17,sz.000859,国风新材,SELL,7.02,862600,6055452.0,3542.43942,548053.7726000007
2024-12-17,sz.002388,新亚制程,BUY,3.89,395200,1537328.0,130.67288000000002,0.0
2024-12-17,sh.603051,鹿山新材,BUY,19.5126279,78800,1537595.0785199997,130.69558167419999,0.0
2024-12-17,sz.002771,真视通,BUY,18.50848056,83000,1536203.8864799999,130.5773303508,0.0
2024-12-17,sh.603863,松炀资源,BUY,24.06,63900,1537434.0,130.68189,0.0
2024-12-18,sh.600715,文投控股,SELL,2.46,2468100,6071526.0,3551.84271,563643.3289350001
2024-12-18,sz.002388,新亚制程,SELL,3.72,395200,1470144.0,860.0342400000001,-68174.70711999969
2024-12-18,sh.603051,鹿山新材,SELL,18.84342225,78800,1484861.6733,868.6440788804999,-53732.7448805545
2024-12-18,sh.603863,松炀资源,SELL,22.92,63900,1464588.0,856.78398,-73833.46586999996
2024-12-18,sz.002771,真视通,SELL,17.86887864,83000,1483116.92712,867.6234023651999,-54085.16009271587
2024-12-19,sh.600246,万通发展,BUY,7.3,324700,2370310.0,201.47635000000002,0.0
2024-12-19,sh.600787,中储股份,BUY,6.89040957,344000,2370300.89208,201.47557582680002,0.0
2024-12-19,sh.600340,华夏幸福,BUY,3.14,754900,2370386.0,201.48281,0.0
2024-12-19,sz.002542,中化岩土,BUY,4.65,509700,2370105.0,201.45892500000002,0.0
2024-12-19,sh.603278,大业股份,BUY,8.45,280500,2370225.0,201.46912500000002,0.0
2024-12-20,sh.600340,华夏幸福,SELL,3.08,754900,2325092.0,1360.17882,-46855.66162999999
2024-12-20,sh.600787,中储股份,SELL,6.90029538,344000,2373701.61072,1388.6154422712002,1810.627621902153
2024-12-20,sh.603278,大业股份,SELL,8.58,280500,2406690.0,1407.91365,34855.61722500017
2024-12-20,sz.002542,中化岩土,SELL,4.62,509700,2354814.0,1377.56619,-16870.025115000084
2024-12-20,sz.000159,国际实业,BUY,6.44,368900,2375716.0,201.93586000000002,0.0
2024-12-20,sh.603863,松炀资源,BUY,22.75,104400,2375100.0,201.88350000000003,0.0
2024-12-20,sz.002244,滨江集团,BUY,8.20136727,289600,2375115.9613920003,201.88485671832004,0.0
2024-12-20,sz.002332,仙琚制药,BUY,10.21415616,232500,2374791.3072,201.85726111200003,0.0
2024-12-23,sh.603863,松炀资源,SELL,23.47,104400,2450268.0,1433.40678,73532.70972000062
2024-12-23,sz.002332,仙琚制药,SELL,10.04168448,232500,2334691.6416,1365.7946103360002,-41667.31747144787
2024-12-23,sz.002244,滨江集团,SELL,8.17161624,289600,2366500.063104,1384.40253691584,-10202.185681634117
2024-12-23,sh.600246,万通发展,SELL,7.33,324700,2380051.0,1392.329835,8147.193815000355
2024-12-23,sz.000826,启迪环境,BUY,2.35,1013400,2381490.0,202.42665000000002,0.0
2024-12-23,sh.603669,灵康药业,BUY,6.22,382900,2381638.0,202.43923,0.0
2024-12-23,sh.600610,中毅达,BUY,4.9,486000,2381400.0,202.419,0.0
2024-12-23,sz.002547,春兴精工,BUY,5.44,437800,2381632.0,202.43872000000002,0.0
2024-12-24,sz.000826,启迪环境,SELL,2.13,1013400,2158542.0,1262.7470700000001,-224413.17371999985
2024-12-24,sh.600610,中毅达,SELL,4.36,486000,2118960.0,1239.5916,-263882.0105999997
2024-12-24,sh.603669,灵康药业,SELL,5.55,382900,2125095.0,1243.180575,-257988.6198049998
2024-12-24,sz.002547,春兴精工,SELL,4.73,437800,2070794.0000000002,1211.4144900000001,-312251.8532099994
2024-12-24,sh.600543,莫高股份,BUY,5.0,424400,2122000.0,180.37,0.0
2024-12-24,sh.600246,万通发展,BUY,7.1,298900,2122190.0,180.38615000000001,0.0
2024-12-24,sz.002583,海能达,BUY,15.72,135000,2122200.0,180.387,0.0
2024-12-24,sh.603863,松炀资源,BUY,22.24,95400,2121696.0,180.34416000000002,0.0
2024-12-25,sz.000159,国际实业,SELL,6.22,368900,2294558.0,1342.31643,-82702.25228999974
2024-12-25,sh.600543,莫高股份,SELL,4.89,424400,2075315.9999999998,1214.0598599999998,-48078.4298599998
2024-12-25,sh.600246,万通发展,SELL,6.88,298900,2056432.0,1203.01272,-67141.39886999968
2024-12-25,sh.603863,松炀资源,SELL,21.44,95400,2045376.0000000002,1196.5449600000002,-77696.88911999972
2024-12-25,sz.002583,海能达,SELL,15.31,135000,2066850.0,1209.10725,-56739.49424999952
2024-12-25,sz.000506,招金黄金,BUY,4.02,2609900,10491797.999999998,891.8028299999999,0.0
2024-12-26,sh.603958,哈森股份,BUY,16.34,12800,209152.0,17.77792,0.0
2024-12-27,sh.603958,哈森股份,SELL,17.97,12800,230016.0,134.55936,20711.662720000022
2024-12-27,sz.000506,招金黄金,SELL,4.43,2609900,11561857.0,6763.686345,1062403.5108250026
2024-12-27,sh.603959,百利科技,BUY,4.05,950900,3851145.0,327.347325,0.0
2024-12-27,sh.603991,至正股份,BUY,45.84463555,84000,3850949.3862,327.33069782700005,0.0
2024-12-27,sz.000159,国际实业,BUY,6.37,604500,3850665.0,327.306525,0.0
2024-12-30,sh.603959,百利科技,SELL,4.25,950900,4041325.0,2364.175125,187488.47755000042
2024-12-30,sh.603991,至正股份,SELL,49.7941734,84000,4182710.5656,2446.885680876,328986.963021297
2024-12-30,sz.000159,国际实业,SELL,6.41,604500,3874845.0,2266.784325,21585.90915000066
2025-01-07,sh.600246,万通发展,BUY,6.56,368300,2416048.0,205.36408,0.0
2025-01-07,sh.600807,济高发展,BUY,2.46,982100,2415966.0,205.35711,0.0
2025-01-07,sz.002379,宏桥控股,BUY,9.87,244700,2415189.0,205.291065,0.0
